Collection Unique ID,Suborder,Family,Species name,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),North_America
MLM-001158,Anisoptera,Libellulidae,Tramea carolina,366.874,523.85,45.191,42.312,45.847,45.149,10.393,18.711,11.007,19.262,0.408125577,0.081575246,-0.009932289,-0.264240089,0.671153846,0.732967033,108.9188844,92.49160352,47.244,TRUE
MLM-001155,Anisoptera,Libellulidae,Tramea carolina,331.845,479.531,43.032,40.979,43.328,42.672,9.758,17.865,10.435,18.69,0.427943332,0.109623016,0.001224127,-0.275063646,0.598377282,0.708946772,111.7334036,96.54093328,47.244,TRUE
MLM-001157,Anisoptera,Libellulidae,Tramea carolina,309.615,464.291,42.143,40.026,42.482,42.079,9.292,17.568,9.927,17.971,0.487294469,0.071428571,0.012293622,-0.263677475,0.622601279,0.726737338,112.8993981,97.45303849,47.244,TRUE
RU-N:WL:OdoD: 2017 00005,Anisoptera,Libellulidae,Tramea carolina,307.377,436.084,42.355,40.28,42.524,41.233,9.123,16.023,9.779,16.214,0.43952215,0.073408624,-0.013748456,-0.268379757,0.647186147,0.732375979,111.9983787,95.33000367,47.244,TRUE
RU-N:WL:OdoD: 2017 00001,Anisoptera,Libellulidae,Tramea carolina,333.752,488.891,43.265,41.868,43.625,43.434,9.483,17.822,10.075,18.394,0.43910723,0.062865497,-0.021681606,-0.284818014,0.567226891,0.715765247,105.3214427,86.44856728,47.244,TRUE
WRK-WS-02366,Anisoptera,Libellulidae,Tramea carolina,319.092,425,40.809,38.238,41.137,40.418,9.885,16.531,10.605,17.134,0.411628505,0.065462163,-0.009474214,-0.257066797,0.699600798,0.706609018,111.166759,94.96775831,94.488,TRUE
MLM-012466,Anisoptera,Libellulidae,Tramea cophysa,358.715,455.009,45.191,41.593,45.36,43.222,9.673,15.558,10.372,16.637,0.409239384,0.068070519,-0.003322899,-0.172850467,0.618367347,0.648854962,114.9872749,103.6832889,47.244,FALSE
MLM-012464,Anisoptera,Libellulidae,Tramea cophysa,300.856,398.6,42.693,38.608,42.99,39.455,8.488,15.177,9.25,15.558,0.549483013,0.043991416,0.006040017,-0.222931502,0.61784897,0.76462585,119.2134959,109.6691047,47.244,FALSE
23759,Anisoptera,Libellulidae,Tramea insularis,325.299,431.875,44.26,39.92,44.344,41.952,9.504,15.727,10.139,16.023,0.440572792,0.055499495,0.011291936,-0.212630523,0.66388309,0.676354029,111.3577423,96.29478951,47.244,TRUE
25270,Anisoptera,Libellulidae,Tramea insularis,298.439,401.235,42.058,38.481,42.291,40.344,8.742,15.24,9.398,16.002,0.397897898,0.048793284,-0.01378229,-0.2068962,0.614864865,0.666666667,109.4611325,100.1012236,47.244,TRUE
27471,Anisoptera,Libellulidae,Tramea insularis,286.674,363.513,40.026,37.359,40.428,38.418,8.954,13.462,9.462,14.542,0.372774869,0.044628099,-0.015854612,-0.210534054,0.67114094,0.665211063,116.7112242,104.0479262,47.244,TRUE
20861,Anisoptera,Libellulidae,Tramea insularis,309.653,399.414,42.46,39.603,42.672,40.746,8.996,14.457,9.758,15.177,0.375992064,0.083116883,-0.003174585,-0.219321495,0.631236443,0.711297071,110.0158902,100.8394777,47.244,TRUE
RU-N:WL:OdoD: 2017 00403,Anisoptera,Libellulidae,Tramea lacerata,404.295,588.858,47.35,44.852,47.816,46.334,10.689,18.711,11.261,19.791,0.409473218,0.123800822,0.012691388,-0.251318398,0.597744361,0.695187166,116.3950033,100.0170105,47.244,TRUE
RU-N:WL:OdoD: 2013 01228,Anisoptera,Libellulidae,Tramea lacerata,417.092,594.963,47.096,45.106,47.181,46.715,10.943,18.944,12.023,20.616,0.437864513,0.086995922,-0.001132421,-0.257968023,0.669014085,0.6724846,115.0179224,98.42482283,47.244,TRUE
RU-N:WL:OdoD: 2013 01229,Anisoptera,Libellulidae,Tramea lacerata,402.223,577.442,47.138,44.577,47.265,46.609,10.816,18.987,11.621,20.13,0.416032244,0.115349682,-0.020735174,-0.270753008,0.679417122,0.701366982,114.3401243,96.63132718,47.244,TRUE
RU-N:WL:OdoD: 2013 01224,Anisoptera,Libellulidae,Tramea lacerata,377.119,540.088,45.297,43.752,45.974,45.022,10.224,17.272,10.689,18.33,0.447053407,0.126939351,0.010949187,-0.232936342,0.528712871,0.659353349,116.7431829,99.29176615,47.244,TRUE
RU-N:WL:OdoD: 2015 00080,Anisoptera,Libellulidae,Tramea lacerata,404.443,577.277,46.165,43.794,46.207,45.932,11.007,18.86,11.832,19.495,0.402198809,0.103225807,-0.010142254,-0.266860007,0.651162791,0.743756786,113.3855342,99.12881197,47.244,TRUE
WRK-WS-02367,Anisoptera,Libellulidae,Tramea lacerata,393.84,552.633,45.953,44.514,46.863,46.027,10.626,17.378,10.933,18.542,0.429990967,0.113359393,0.011664728,-0.22246343,0.534365925,0.668378995,112.1816466,99.70671085,94.488,TRUE
WRK-WS-02380,Anisoptera,Libellulidae,Tramea lacerata,407.292,594.643,47.032,45.445,47.435,47.371,11.028,18.669,12.023,19.579,0.41231593,0.088025022,-0.007769508,-0.255278116,0.672535211,0.690810811,110.8243935,97.24470775,47.244,TRUE
WRK-WS-02382,Anisoptera,Libellulidae,Tramea lacerata,428.25,616.93,47.667,46.27,47.794,47.773,11.091,19.071,12.213,20.828,0.437112489,0.080194949,-0.004562716,-0.262053539,0.665511265,0.674796748,111.6428844,97.09752105,47.244,TRUE
RUN-012412,Anisoptera,Libellulidae,Tramea lacerata,352.363,485.305,43.117,41.042,43.371,42.672,10.245,17.801,11.091,18.076,0.374816984,0.052579365,-0.008913148,-0.26447834,0.675572519,0.692037471,115.5094968,100.7079694,47.244,TRUE
RUN-012411,Anisoptera,Libellulidae,Tramea lacerata,365.78,505.78,44.725,42.333,44.831,43.815,10.16,16.976,11.028,17.272,0.415486308,0.071497585,-0.011936402,-0.247058066,0.658349328,0.710784314,113.4802696,101.861471,47.244,TRUE
RU-N:WL:OdoD: 2017 00440,Anisoptera,Libellulidae,Tramea lacerata,355.141,508.372,45.127,42.122,45.17,44.535,9.864,17.865,10.605,18.733,0.422680412,0.094106464,0.005819766,-0.23679428,0.608782435,0.69039548,114.7088188,97.7277961,47.244,TRUE
RU-N:WL:OdoD: 2017 00439,Anisoptera,Libellulidae,Tramea lacerata,343.52,481.447,44.26,41.698,44.471,43.371,9.483,17.124,10.139,18.457,0.378867206,0.095656418,-0.00405,-0.254256624,0.607515658,0.663,121.8174305,96.88952166,47.244,TRUE
RU-N:WL:OdoD: 2013 01231,Anisoptera,Libellulidae,Tramea lacerata,409.432,592.104,47.731,46.122,48.112,48.091,10.689,19.092,11.557,20.13,0.399912011,0.052816901,-0.009353348,-0.245131846,0.631868132,0.665615142,108.5147936,93.97248892,47.244,TRUE
RU-N:WL:OdoD: 2013 01234,Anisoptera,Libellulidae,Tramea lacerata,377.843,530.102,45.064,43.286,45.085,44.683,10.689,17.992,11.409,19.135,0.398591549,0.046897205,-0.017931304,-0.262154269,0.667903525,0.689159292,107.7974291,97.14899077,47.244,TRUE
RU-N:WL:OdoD: 2013 01222,Anisoptera,Libellulidae,Tramea lacerata,390.235,543.679,46.143,44.133,46.249,45.657,10.562,17.949,11.367,18.203,0.406864989,0.091330552,-0.017112375,-0.248160142,0.646182495,0.7,114.8899947,99.55323945,47.244,TRUE
WRK-000017,Anisoptera,Libellulidae,Tramea lacerata,366.76,533.42,44.937,43.498,45.233,45.254,10.181,18.203,10.795,18.69,0.424426767,0.071094481,-0.012147949,-0.259845916,0.592156863,0.703284258,116.0931054,99.4743687,47.244,TRUE
MLM-000917,Anisoptera,Libellulidae,Tramea lacerata,350.196,525.207,44.619,42.99,44.619,44.725,9.589,17.695,10.075,18.246,0.373339658,0.071935637,-0.008956218,-0.248126248,0.588235294,0.720417633,113.5616808,100.6427233,47.244,TRUE
MLM-000918,Anisoptera,Libellulidae,Tramea lacerata,400.59,565.05,47.964,45.657,48.239,46.99,10.541,18.987,11.07,20.087,0.42343133,0.086036036,-0.004686445,-0.252535453,0.606118547,0.750263435,109.4101125,106.9691141,47.244,TRUE
RU-N:WL:OdoD: 2015 00029,Anisoptera,Libellulidae,Tramea lacerata,434.471,633.866,49.721,46.884,51.287,49.001,10.816,19.431,11.599,19.981,0.439537763,0.09762419,0.025570881,-0.255553568,0.631386861,0.720338983,115.1694196,98.48844262,47.244,TRUE
RU-N:WL:OdoD: 2013 01221,Anisoptera,Libellulidae,Tramea lacerata,386.718,553.795,47.244,44.408,47.413,46.567,10.329,18.711,11.176,19.219,0.415625,0.089545455,0.005885592,-0.247001159,0.638257576,0.711453745,112.1596387,97.32743047,47.244,TRUE
WRK-WS-02369,Anisoptera,Libellulidae,Tramea lacerata,408.094,568.617,46.842,44.429,47.763,46.429,10.753,18.902,11.811,19.653,0.404387326,0.061545475,-0.005427154,-0.255581665,0.663082437,0.693591815,82.2136691,96.88951592,94.488,TRUE
WRK-WS-02371,Anisoptera,Libellulidae,Tramea lacerata,382.781,552.365,45.381,43.741,45.794,45.456,10.552,18.193,11.673,19.124,0.439796626,0.054714785,0.002312141,-0.254220761,0.665457842,0.700608744,109.918673,97.67788997,94.488,TRUE
WRK-WS-02373,Anisoptera,Libellulidae,Tramea lacerata,398.086,558.923,46.524,44.81,46.609,46.609,10.763,17.981,11.642,18.33,0.388737511,0.078792007,-0.021431923,-0.240368491,0.671818182,0.703233256,110.6904422,98.32208804,94.488,TRUE
WRK-WS-02374,Anisoptera,Libellulidae,Tramea lacerata,407.114,566.942,47.921,45.487,48.26,47.371,10.753,18.267,11.621,18.796,0.441666667,0.103217158,0.003272183,-0.245294583,0.635701275,0.704954955,111.578473,97.15968752,47.244,TRUE
WRK-WS-02376,Anisoptera,Libellulidae,Tramea lacerata,393.276,550.971,46.651,44.598,46.905,46.673,10.626,18.775,11.367,19.304,0.414259928,0.066213152,-0.016836323,-0.249635486,0.674115456,0.701754386,109.5950725,93.71314389,47.244,TRUE
WRK-WS-02377,Anisoptera,Libellulidae,Tramea lacerata,416.819,598.392,47.9,46.334,48.556,48.662,10.816,19.939,11.769,20.68,0.393635571,0.059156155,-0.005410301,-0.245268357,0.620503597,0.680655067,106.9324384,94.04278931,47.244,TRUE
WRK-WS-02378,Anisoptera,Libellulidae,Tramea lacerata,355.771,485.834,43.392,41.466,43.773,43.18,10.139,17.039,11.134,17.357,0.407640232,0.073039216,0.008018765,-0.241398008,0.636882129,0.732926829,114.3163192,101.2925811,47.244,TRUE
37197,Anisoptera,Libellulidae,Tramea onusta,334.234,457.754,42.947,39.709,43.349,42.206,9.821,16.193,10.562,17.949,0.456542969,0.106318957,0.017281091,-0.201238301,0.659318637,0.663915094,115.8573744,100.8507102,47.244,TRUE
41206,Anisoptera,Libellulidae,Tramea onusta,358.132,479.845,44.133,40.894,44.662,42.587,10.181,16.785,10.816,17.293,0.439336493,0.080516899,0.010935114,-0.238105223,0.651663405,0.728274174,116.4274335,102.6092559,47.244,TRUE
37618,Anisoptera,Libellulidae,Tramea onusta,319.914,425.986,41.466,38.799,41.868,40.344,9.652,15.706,10.329,16.87,0.430232558,0.109653725,0.009695985,-0.205394638,0.661885246,0.69510665,118.4637442,101.8773564,47.244,TRUE
40541,Anisoptera,Libellulidae,Tramea onusta,359.638,495.432,44.302,40.958,44.344,43.709,10.351,16.997,11.134,18.69,0.419570406,0.13220339,0.024016605,-0.181740396,0.66539924,0.69195923,118.1571402,103.2261239,47.244,TRUE
40628,Anisoptera,Libellulidae,Tramea onusta,336.543,437.245,42.27,39.031,43.222,41.085,9.8,15.558,10.562,16.87,0.400587659,0.0937661,0.015531311,-0.199364013,0.641282565,0.658720201,113.0283623,103.0029985,47.244,TRUE
38211,Anisoptera,Libellulidae,Tramea onusta,342.103,470.178,44.768,40.704,45.064,42.185,9.843,16.277,10.647,17.526,0.467355566,0.087807326,0.04215924,-0.231158387,0.654075547,0.693236715,114.7170663,102.3121817,47.244,TRUE
47349,Anisoptera,Libellulidae,Tramea onusta,325.762,464.79,44.006,40.344,44.238,42.439,9.589,16.574,10.181,17.505,0.455980861,0.108229426,0.028306709,-0.231528103,0.621621622,0.698911729,112.6305659,98.1910716,47.244,TRUE
48822,Anisoptera,Libellulidae,Tramea onusta,331.379,455.437,42.968,39.984,43.222,41.698,9.716,16.425,10.478,17.674,0.570519099,0.10964467,0.022707238,-0.18849704,0.642424242,0.677844311,121.2502845,101.6145774,47.244,TRUE
WRK-000027,Anisoptera,Libellulidae,Tramea onusta,346.456,471.106,43.159,40.132,43.455,41.656,10.139,16.425,10.795,17.695,0.446663419,0.084349594,0.013975182,-0.243986009,0.647058824,0.660287081,111.7488864,102.5640352,47.244,TRUE
34272,Anisoptera,Libellulidae,Tramea onusta,317.554,416.392,41.995,38.269,42.27,39.984,9.652,14.965,10.266,16.574,0.43565348,0.185283219,-0.000422024,-0.225131877,0.69072165,0.671775224,114.7220208,101.3673034,47.244,TRUE
24006,Anisoptera,Libellulidae,Tramea onusta,320.916,440.49,43.476,40.619,43.773,42.016,9.462,17.018,10.033,17.717,0.436653772,0.081612091,0.017097726,-0.217337875,0.624472574,0.704898447,113.6442165,97.20189991,47.244,TRUE
24959,Anisoptera,Libellulidae,Tramea onusta,289.991,391.497,41.042,38.46,41.063,40.513,8.89,14.965,9.546,15.96,0.430412371,0.121212121,-0.009020209,-0.157576558,0.643015521,0.717506631,112.0420545,99.86301622,47.244,TRUE
20705,Anisoptera,Libellulidae,Tramea onusta,303.088,417.742,41.889,38.904,41.931,40.047,9.102,16.066,9.631,17.018,0.448763251,0.041226216,-0.003763943,-0.262968505,0.632967033,0.682835821,112.1853776,96.80667254,47.244,TRUE
19037,Anisoptera,Libellulidae,Tramea onusta,296.086,400.513,39.539,37.042,40.153,39.751,9.271,15.981,9.779,16.552,0.413811281,0.082534611,0.003213515,-0.197187591,0.640692641,0.68797954,115.2694608,100.148182,47.244,TRUE
24000,Anisoptera,Libellulidae,Tramea onusta,297.657,408.183,40.28,38.037,40.852,38.926,9.25,15.875,9.906,16.828,0.444559586,0.087003806,0.001081105,-0.273315576,0.677350427,0.739622642,115.3623648,99.22640661,47.244,TRUE
34062,Anisoptera,Libellulidae,Tramea onusta,327.613,452.448,42.482,39.116,42.566,42.016,9.758,16.425,10.499,16.806,0.428642466,0.085138539,-0.011559892,-0.218325933,0.697580645,0.72418136,110.163208,99.11414489,47.244,TRUE
MLM-001168,Anisoptera,Libellulidae,Tramea onusta,292.939,408.184,41.063,38.926,41.254,39.815,8.636,15.939,9.292,16.764,0.503335044,0.037214248,0.007312559,-0.266171458,0.649202734,0.714646465,117.9080992,97.74709905,47.244,TRUE
WRK-WS-00617,Anisoptera,Libellulidae,Tramea onusta,330.081,442.966,42.206,39.942,42.566,41.72,9.694,17.166,10.351,17.865,0.409746395,0.062404871,-0.003125246,-0.255597432,0.642126789,0.696682465,115.9437792,98.00481158,47.244,TRUE
WRK-WS-00630,Anisoptera,Libellulidae,Tramea rustica,333.069,434.217,42.63,40.428,43.392,42.355,9.589,15.896,10.202,16.171,0.414146342,0.068965517,-0.003058673,-0.193558182,0.589211618,0.64921466,113.9040601,101.3862509,47.244,FALSE
MLM-012457,Anisoptera,Libellulidae,Uracis fastigiata,234.343,287.891,33.232,32.322,35.221,33.782,8.954,10.414,9.059,11.409,0.692908654,0.504385965,0.132584343,0.0247357,0.387850467,0.486085343,138.7419688,129.563236,47.244,FALSE
MLM-012461,Anisoptera,Libellulidae,Uracis imbuta,148.514,184.934,27.326,25.188,27.94,25.739,7.112,8.784,7.705,9.716,0.675,0.368421053,0.127466496,-0.062029439,0.467032967,0.590413943,134.762723,125.1829279,47.244,FALSE
MLM-012458,Anisoptera,Libellulidae,Uracis imbuta,166.379,214.063,27.686,27.178,28.469,27.898,7.557,9.483,7.895,10.414,0.632713755,0.293626707,0.103945154,-0.063799891,0.554959786,0.583333333,136.9150015,124.3765007,47.244,FALSE
MLM-012459,Anisoptera,Libellulidae,Uracis imbuta,140.521,179.241,25.633,25.019,26.797,25.823,6.879,8.424,7.218,9.927,0.703791469,0.362295082,0.109032849,-0.046515046,0.507331378,0.552238806,137.1817913,125.8449656,47.244,FALSE
MLM-012460,Anisoptera,Libellulidae,Uracis imbuta,139.662,174.648,26.416,24.913,26.776,25.464,6.816,8.34,7.154,9.462,0.666403162,0.334995844,0.102845125,-0.054896024,0.514792899,0.565995526,138.3332214,125.8207851,47.244,FALSE
WRK-WS-00589,Anisoptera,Libellulidae,Uracis imbuta,138.104,182.071,25.612,24.807,26.374,24.85,6.773,8.911,6.985,9.102,0.68459069,0.38330494,0.100766741,-0.099207448,0.481818182,0.604651163,133.9959338,125.6751985,47.244,FALSE
WRK-WS-00590,Anisoptera,Libellulidae,Uracis imbuta,162.409,212.707,28.109,27.411,28.766,28.088,7.133,9.44,7.514,9.673,0.639440765,0.327053504,0.085387291,-0.06336014,0.495774648,0.621444201,136.2280623,128.4329365,47.244,FALSE
WRK-WS-00591,Anisoptera,Libellulidae,Uracis imbuta,167.223,216.083,27.982,27.39,29.02,27.728,7.493,9.483,7.768,9.8,0.640408461,0.339694657,0.104584429,-0.074454371,0.465940055,0.60475162,135.717557,127.1582793,47.244,FALSE
WRK-WS-00592,Anisoptera,Libellulidae,Uracis imbuta,161.875,198.236,26.945,26.035,27.961,26.099,7.408,9.25,7.874,9.525,0.601059803,0.304136253,0.098609483,-0.101023726,0.508064516,0.608888889,133.0028133,125.102734,47.244,FALSE
WRK-WS-00085,Anisoptera,Libellulidae,Zenithoptera viola,146.229,219.397,23.887,25.114,23.929,25.58,7.789,10.837,8.202,11.155,0.474568775,0.204385602,0.050968437,-0.211122598,0.523870968,0.667931689,124.85402,114.3223589,94.488,FALSE
WRK-WS-00593,Anisoptera,Libellulidae,Zenithoptera viola,121.761,156.643,22.416,23.495,22.881,24.151,6.879,8.361,7.176,8.382,0.511563367,0.341805434,0.063432277,-0.1022561,0.533923304,0.595959596,126.0517758,118.3535005,47.244,FALSE
WRK-WS-00597,Anisoptera,Libellulidae,Zenithoptera viola,123.814,161.026,23.326,23.58,23.918,23.876,6.795,8.128,7.133,8.721,0.490265487,0.214539007,0.08133478,-0.136761419,0.495548961,0.572815534,125.2169198,117.9536842,47.244,FALSE
WRK-WS-00598,Anisoptera,Libellulidae,Zenithoptera viola,119.614,155.809,22.902,23.432,23.305,23.58,6.689,8.086,7.091,8.234,0.474114441,0.282764812,0.082302468,-0.153967079,0.510447761,0.614395887,128.1463777,120.0557906,47.244,FALSE
RUN-012499,Anisoptera,Macromiidae,Didymops transversa,210.043,245.263,34.142,32.364,34.269,33.592,7.662,9.377,8.192,10.753,0.423718345,0.346565848,0.002148054,-0.075865192,0.682170543,0.633858268,118.3796493,107.0930339,47.244,TRUE
RUN-012518,Anisoptera,Macromiidae,Didymops transversa,210.202,273.746,34.798,34.608,34.84,34.777,7.345,9.716,7.768,11.049,0.671324423,0.310407791,-6.47E-05,-0.119684814,0.550408719,0.609,109.2846933,111.5273372,47.244,TRUE
WRK-WS-00232,Anisoptera,Macromiidae,Didymops transversa,218.17,255.379,35.454,32.808,35.486,33.602,7.715,9.641,8.287,10.192,0.474798688,0.217637795,0.015488838,-0.121103855,0.648786718,0.63655244,115.3051899,107.7481223,94.488,TRUE
WRK-WS-00233,Anisoptera,Macromiidae,Didymops transversa,241.331,288.723,36.999,34.883,36.999,35.729,8.012,10.245,8.668,11.578,0.440217391,0.222452607,-0.006844837,-0.11944699,0.637362637,0.624314442,111.6447652,105.8856197,94.488,TRUE
WRK-WS-00801,Anisoptera,Macromiidae,Didymops transversa,216.265,261.272,34.237,32.988,34.322,33.655,7.811,9.874,8.223,10.668,0.4128893,0.078301887,-0.018202883,-0.135255825,0.698841699,0.64484127,112.0509354,103.1963421,94.488,TRUE
WRK-WS-00802,Anisoptera,Macromiidae,Didymops transversa,221.294,267.352,34.385,32.819,34.491,33.041,8.255,10.181,8.393,11.091,0.472537588,0.225176169,-0.00564226,-0.1372685,0.655737705,0.631679389,115.4917066,108.3009831,94.488,TRUE
WRK-WS-00653,Anisoptera,Macromiidae,Macromia alleghaniensis,415.758,492.82,49.551,48.366,49.699,49.001,10.562,12.488,10.88,13.716,0.477001704,0.196112311,-0.012042672,-0.101140744,0.66536965,0.614197531,116.2778369,104.083404,47.244,TRUE
WRK-WS-00154,Anisoptera,Macromiidae,Macromia annulata,461.871,541.24,50.483,47.636,50.62,48.059,11.568,14.044,12.234,14.658,0.4628894,0.345298392,0.004557781,-0.114985926,0.693771626,0.691696751,112.8548168,108.4312424,94.488,TRUE
WRK-WS-00841,Anisoptera,Macromiidae,Macromia annulata,420.191,500.299,48.387,46.239,48.493,46.313,10.975,13.176,11.462,14.372,0.496071585,0.381170018,0.006441651,-0.113337316,0.679593721,0.6634757,113.5649762,107.3354294,94.488,TRUE
WRK-WS-00650,Anisoptera,Macromiidae,Macromia annulata,365.179,433.159,46.27,44.302,46.334,44.492,9.716,11.896,10.181,13.314,0.518501599,0.046146527,-0.010259254,-0.11713557,0.648648649,0.616852146,115.5251974,107.8424412,47.244,TRUE
WRK-WS-01402,Anisoptera,Macromiidae,Macromia illinoiensis,411.272,500.892,47.509,45.942,47.667,47.911,10.605,12.88,11.134,15.685,0.444049734,0.305279435,-0.012766081,-0.079021584,0.683460076,0.587044534,111.1188073,98.2556096,94.488,TRUE
WRK-WS-01403,Anisoptera,Macromiidae,Macromia illinoiensis,410.909,493.76,47.382,45.392,48.218,46.8,10.7,13.039,11.144,13.885,0.470588235,0.307327001,0.000117823,-0.112388541,0.631528965,0.647865854,111.1186993,102.9526158,94.488,TRUE
WRK-WS-01404,Anisoptera,Macromiidae,Macromia illinoiensis,427.368,498.75,48.313,47.011,48.451,47.064,11.049,13.018,12.213,13.885,0.495194408,0.347425231,-0.010069762,-0.105767701,0.647313692,0.68445122,109.2333509,107.2515271,94.488,TRUE
WRK-WS-01733,Anisoptera,Macromiidae,Macromia illinoiensis,391.227,473.729,47.424,45.477,47.551,45.699,10.276,12.584,11.07,13.907,0.476741598,0.271421955,0.002311181,-0.121114707,0.669216061,0.637747336,111.6450672,104.2035277,94.488,TRUE
WRK-WS-01737,Anisoptera,Macromiidae,Macromia illinoiensis,433.917,506.698,49.467,46.884,49.699,48.937,10.848,12.933,11.557,15.05,0.456984668,0.384515571,0.003183021,-0.066188577,0.659340659,0.643459916,113.2624447,105.2254259,94.488,TRUE
WRK-WS-01738,Anisoptera,Macromiidae,Macromia illinoiensis,400.527,469.16,46.736,45.826,46.895,46.683,10.552,12.34,11.208,14.076,0.517490409,0.343686239,0.012845213,-0.085898054,0.657223796,0.621052632,115.8668106,104.1975946,94.488,TRUE
WRK-WS-01743,Anisoptera,Macromiidae,Macromia illinoiensis,412.261,479.746,48.504,46.376,48.567,46.905,10.806,12.594,11.07,14.023,0.478535629,0.397563177,-0.003507188,-0.102324991,0.63957935,0.63245283,114.2144891,106.5179562,94.488,TRUE
WRK-WS-01746,Anisoptera,Macromiidae,Macromia illinoiensis,425.408,501.68,49.318,47.371,49.35,48.027,10.816,12.764,11.451,13.959,0.525627279,0.361613045,0.006188009,-0.094906583,0.682994455,0.655799848,114.7132952,107.7163264,94.488,TRUE
WRK-WS-01747,Anisoptera,Macromiidae,Macromia illinoiensis,400.212,472.536,47.974,46.387,48.006,46.747,10.435,12.224,10.954,14.584,0.511904762,0.348426534,0.009890517,-0.104457718,0.641545894,0.587082729,111.3545684,102.4375336,94.488,TRUE
WRK-WS-01749,Anisoptera,Macromiidae,Macromia illinoiensis,417.502,480.044,48.863,45.646,48.916,46.45,10.626,12.679,11.197,14.33,0.496105582,0.32125769,-0.001830237,-0.112566506,0.657844991,0.631462334,108.7517134,104.601439,94.488,TRUE
RU-N:WL:OdoD: 2017 00163,Anisoptera,Macromiidae,Macromia illinoiensis,350.742,394.592,46.419,44.238,46.567,45.276,9.44,10.901,9.821,12.192,0.448636364,0.0514259,-0.01024312,-0.100223237,0.689655172,0.626736111,112.7621752,102.7747225,47.244,TRUE
RU-N:WL:OdoD: 2017 00164,Anisoptera,Macromiidae,Macromia illinoiensis,352.74,400.419,46.736,43.879,46.778,44.344,9.462,10.943,9.8,11.578,0.442986425,0.296420048,0.002370242,-0.092232683,0.656587473,0.691042048,114.4028838,100.2714764,47.244,TRUE
WRK-WS-00474,Anisoptera,Macromiidae,Macromia illinoiensis,354.145,404.245,45.498,43.043,45.731,43.815,9.631,11.419,9.874,11.991,0.448738718,0.327536232,-0.014811388,-0.116230301,0.645230439,0.646072374,112.9440683,106.7202069,94.488,TRUE
WRK-WS-00475,Anisoptera,Macromiidae,Macromia illinoiensis,369.981,429.193,47.646,44.323,47.667,45.424,9.652,11.917,10.097,12.086,0.476687389,0.057082945,0.002356929,-0.102217814,0.611111111,0.666374781,112.0158217,102.014985,94.488,TRUE
WRK-WS-00639,Anisoptera,Macromiidae,Macromia illinoiensis,379.918,423.645,47.456,44.916,47.456,45.106,9.991,11.832,10.245,12.192,0.427743087,0.037541061,-0.011351946,-0.115873196,0.615702479,0.597222222,113.6854043,108.1753424,47.244,TRUE
WRK-WS-01734,Anisoptera,Macromiidae,Macromia illinoiensis,347.065,415.7,44.217,43.487,44.27,43.508,9.694,12.34,10.149,12.891,0.446330385,0.049379713,-0.009663347,-0.134519841,0.645464025,0.617405583,113.6198019,103.5293603,94.488,TRUE
WRK-WS-01735,Anisoptera,Macromiidae,Macromia illinoiensis,364.416,436.417,45.551,44.609,45.583,44.619,10.044,12.097,10.446,12.541,0.455305317,0.085151803,-0.00471154,-0.134490146,0.696048632,0.691983122,113.4088632,105.1122516,94.488,TRUE
WRK-WS-01739,Anisoptera,Macromiidae,Macromia illinoiensis,362.916,412.445,45.307,43.921,45.403,43.963,9.821,11.927,10.425,12.562,0.468065268,0.050312951,-0.016513921,-0.12387637,0.660913706,0.674810447,112.0241994,103.4458216,94.488,TRUE
WRK-WS-01740,Anisoptera,Macromiidae,Macromia illinoiensis,379.286,438.511,45.964,43.942,45.964,44.207,10.276,12.573,10.763,12.88,0.453833756,0.100311228,-0.00075651,-0.145449408,0.653883973,0.711585867,112.5187523,105.0860712,94.488,TRUE
WRK-WS-01741,Anisoptera,Macromiidae,Macromia illinoiensis,373.177,419.462,46.641,44.302,46.704,44.884,9.98,11.949,10.488,12.753,0.478585996,0.076161283,-0.005651282,-0.125793664,0.695257316,0.65560166,114.3277584,103.8690707,94.488,TRUE
WRK-WS-01742,Anisoptera,Macromiidae,Macromia illinoiensis,372.285,421.68,45.127,43.72,45.276,43.752,10.255,12.361,10.668,13.018,0.450444133,0.052491534,-0.012474157,-0.119860905,0.681547619,0.614634146,116.2970313,108.1322213,94.488,TRUE
WRK-WS-01748,Anisoptera,Macromiidae,Macromia illinoiensis,343.087,428.6,45.032,43.074,45.17,43.476,9.366,12.33,9.8,12.467,0.485707591,0.088364167,-0.017208791,-0.146616351,0.634989201,0.709677419,106.4246783,104.9076606,94.488,TRUE
WRK-WS-01750,Anisoptera,Macromiidae,Macromia illinoiensis,339.648,400.195,44.461,42.64,44.503,42.714,9.493,11.79,10.065,12.658,0.443043995,0.040634291,-0.008329563,-0.122008631,0.658254469,0.60451505,109.041605,106.744827,94.488,TRUE
WRK-WS-01751,Anisoptera,Macromiidae,Macromia illinoiensis,369.699,443.408,47.53,44.926,47.551,45.583,9.61,12.234,10.329,13.07,0.469174271,0.028325981,-0.006418192,-0.126016392,0.690573771,0.605668016,112.7927163,102.9423947,94.488,TRUE
