Suborder,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW
Anisoptera,249.932,299.992,37.338,34.015,37.38,35.116,8.319,10.837,8.805,11.494,0.471121178,0.290536468,0.023334003,-0.077050166
Anisoptera,245.806,306.114,36.216,35.137,36.618,35.941,8.34,10.732,9.144,11.388,0.42716763,0.34393404,0.041839122,-0.062502984
Anisoptera,240.484,290.484,37.063,35.137,37.232,35.56,7.938,10.075,8.615,10.837,0.599204093,0.322619048,0.032213048,-0.072458291
Anisoptera,249.786,292.312,36.11,34.925,36.428,35.073,8.403,10.435,9.652,11.197,0.457292272,0.361496681,0.024234937,-0.074911629
Anisoptera,257.645,308.659,37.518,35.549,38.058,36.174,8.319,10.562,8.996,11.864,0.624860957,0.329724985,0.036890724,-0.075946092
Anisoptera,232.701,276.621,36.259,34.608,36.343,34.84,7.895,9.991,8.763,10.71,0.589400117,0.27764277,0.025486353,-0.071768774
Anisoptera,212.706,247.745,34.354,31.835,34.586,32.025,7.62,9.589,8.213,10.414,0.443084455,0.295439524,0.02359331,-0.112792481
Anisoptera,211.599,255.521,35.454,32.089,35.983,32.914,7.345,9.589,8.001,10.52,0.572352941,0.303536978,0.052464612,-0.068132942
Anisoptera,222.627,260.77,34.946,33.126,35.01,33.316,7.726,9.843,8.34,10.224,0.430471584,0.300508259,0.010526468,-0.095183694
Anisoptera,228.583,258.389,35.475,32.554,35.497,32.681,7.895,9.758,8.636,10.287,0.579010137,0.283678757,0.018786211,-0.089738413
Anisoptera,221.306,255.859,34.84,31.242,34.862,32.195,7.789,9.843,8.509,10.541,0.478445659,0.291913215,0.018015275,-0.115615435
Anisoptera,235.93,280.355,35.052,33.57,35.243,33.909,7.98,10.118,8.721,10.922,0.613213213,0.300873908,0.008786332,-0.099433156
Anisoptera,190.917,239.676,31.369,31.009,32.11,31.39,7.239,9.525,7.789,9.927,0.402109427,0.279838166,0.01357465,-0.114140779
Anisoptera,224.627,258.869,34.205,32.533,34.29,32.808,8.594,9.885,9.462,10.393,0.527160494,0.325806452,0.021699147,-0.077268449
Anisoptera,224.76,267.316,35.253,32.904,35.74,33.211,7.8,9.959,8.382,10.647,0.494225644,0.347673678,0.029075599,-0.11322133
Anisoptera,220.957,255.092,34.523,31.898,34.565,32.004,7.832,10.033,8.53,10.499,0.630740968,0.326058201,0.032643458,-0.088840047
Anisoptera,232.507,276.025,35.116,32.406,35.624,32.66,8.319,10.287,9.123,11.028,0.657754011,0.336357745,0.057378448,-0.08737943
Anisoptera,232.467,284.262,35.899,33.401,36.089,33.846,8.17,10.52,8.89,11.091,0.525513197,0.292682927,0.052072138,-0.104571536
Anisoptera,197.57,242.044,32.152,30.671,32.279,30.925,7.451,9.716,8.107,10.372,0.611803279,0.306639288,0.022701923,-0.087947343
Anisoptera,201.482,246.098,33.189,30.967,33.232,31.052,7.641,9.758,8.255,10.202,0.465605096,0.270620314,0.05887921,-0.114795285
Anisoptera,194.442,244.032,31.941,30.163,32.131,30.395,7.535,9.843,8.319,10.478,0.584980237,0.320334262,0.056892736,-0.10946799
Anisoptera,199.347,239.927,31.771,30.163,31.814,30.268,7.747,9.737,8.361,10.16,0.469061876,0.295804196,0.027513902,-0.124730523
Anisoptera,207.683,248.678,32.872,31.856,32.999,32.195,7.726,9.61,8.192,10.224,0.644644003,0.286653517,0.02904176,-0.064965799
Anisoptera,196.083,239.801,31.009,30.882,31.179,30.988,7.514,9.885,8.192,10.372,0.635437882,0.293715847,0.005044119,-0.081857785
Anisoptera,166.491,204.162,29.633,28.067,29.866,28.173,6.922,8.911,7.514,9.335,0.637136782,0.250939144,0.054598821,-0.089868075
Anisoptera,184.82,222.115,31.242,28.617,31.306,28.787,7.154,9.483,7.811,9.97,0.45841785,0.233088235,0.023191695,-0.133582104
Anisoptera,202.825,239.235,32.914,30.692,33.02,30.988,7.472,9.356,8.192,10.097,0.642948718,0.353825137,0.039505681,-0.054429814
Anisoptera,207.733,242.604,32.745,31.009,32.83,31.411,7.789,9.504,8.361,10.245,0.600902644,0.319407008,0.037319845,-0.043105373
Anisoptera,217.749,269.461,34.396,32.957,34.459,33.041,7.832,9.821,8.424,10.626,0.638820639,0.291479821,0.037875818,-0.06839108
Anisoptera,207.887,249.735,32.808,31.052,32.872,31.623,7.789,9.779,8.467,10.562,0.606567933,0.338018742,0.034370049,-0.055372151
Anisoptera,221.949,259.03,34.163,32.3,34.83,32.819,7.948,9.61,8.446,10.848,0.650865998,0.336343115,0.055472553,-0.065044567
Anisoptera,197.524,239.628,31.983,30.522,32.046,31.157,7.535,9.419,8.361,10.308,0.631439894,0.322690217,0.025618246,-0.076682151
Anisoptera,161.923,197.857,29.633,27.982,29.845,28.236,6.752,8.403,7.408,9.038,0.607092199,0.328335832,0.05223068,-0.073041471
Anisoptera,196.051,240.04,32.533,30.903,32.914,31.073,7.493,9.546,8.128,10.097,0.612861736,0.305858311,0.053692001,-0.083598878
Anisoptera,186.501,228.771,31.157,29.845,31.2,29.93,7.281,9.144,7.684,9.737,0.691316147,0.336633663,0.033096355,-0.075536374
Anisoptera,182.761,214.447,30.29,28.173,30.417,28.236,7.281,9.081,7.916,9.758,0.600556715,0.295352324,0.019855688,-0.120487859
Anisoptera,191.668,229.936,31.75,29.824,31.941,29.845,7.705,9.165,8.107,10.224,0.739562624,0.360992908,0.057959192,-0.106591244
Anisoptera,191.999,234.696,31.877,30.353,32.089,30.628,7.281,9.356,8.065,10.16,0.501319261,0.382861092,0.041833518,-0.082833915
Anisoptera,182.375,210.797,31.369,28.681,31.528,29.284,7.101,8.901,7.504,9.451,0.648204095,0.273220094,0.036364082,-0.089334151
Anisoptera,200.283,233.204,32.142,30.395,32.396,31.221,7.652,8.932,8.17,9.97,0.631166286,0.366440678,0.051700744,-0.045886221
Anisoptera,138.028,164.46,27.665,25.612,28.279,26.776,6.498,7.62,6.879,8.615,0.715568862,0.548616601,0.107269401,0.020504205
Anisoptera,136.99,161.628,26.945,24.956,27.496,25.929,6.35,7.62,6.583,8.065,0.695919938,0.390204082,0.08702032,0.006869815
Anisoptera,136.916,156.713,26.458,25.167,26.522,25.167,6.435,7.43,6.689,7.959,0.6632083,0.307821699,0.067097154,-0.025965738
Anisoptera,123.38,149.296,25.548,23.813,25.887,24.638,5.948,7.26,6.244,8.128,0.677023712,0.378006873,0.076566391,-0.022681542
Anisoptera,118.013,141.108,25.506,23.961,25.823,24.553,5.673,6.837,6.011,7.43,0.670491803,0.320689655,0.070187297,-0.032134283
Anisoptera,118.153,136.392,24.553,22.924,24.68,23.178,6.117,6.943,6.519,7.345,0.595197256,0.264840183,0.065559525,-0.04020406
Anisoptera,119.14,144.267,25.887,23.961,26.374,25.104,6.35,6.879,6.435,7.493,0.768057785,0.338954469,0.094512414,-0.008941553
Anisoptera,105.122,125.898,24.342,22.839,24.977,23.601,5.398,6.35,5.546,7.324,0.770338983,0.296860987,0.087258682,-0.007489181
Anisoptera,116.122,137.272,25.76,23.389,26.056,24.024,5.8,6.858,5.927,7.557,0.832656377,0.292511013,0.094069135,-0.047454723
Anisoptera,112.58,140.329,24.49,23.516,24.532,24.088,5.694,7.006,6.054,7.493,0.666091458,0.330404218,0.071640823,-0.02225326
Anisoptera,210.927,269.333,33.528,31.983,33.592,32.385,7.916,10.139,8.53,10.795,0.627599244,0.271895425,0.052671288,-0.106971502
Anisoptera,207.638,244.432,32.914,30.755,33.105,31.052,7.98,9.694,8.488,10.224,0.570332481,0.218132243,0.039148068,-0.108372071
Anisoptera,220.621,273.041,33.846,32.025,33.973,32.47,8.065,10.393,8.721,10.88,0.565109034,0.246414602,0.025331876,-0.11328739
Anisoptera,220.092,264.041,34.481,31.729,34.608,32.152,7.853,10.181,8.615,10.88,0.555963303,0.267281106,0.03945761,-0.121638224
Anisoptera,222.226,269.749,33.655,32.216,34.227,32.639,8.065,10.139,8.615,10.626,0.643784787,0.314526589,0.051818693,-0.085083462
Anisoptera,211.484,257.788,33.803,31.856,34.015,32.279,7.451,9.716,8.255,10.541,0.509023024,0.336393443,0.025413947,-0.103795583
Anisoptera,224.468,271.38,34.205,32.66,34.269,32.724,8.213,10.308,8.784,10.964,0.56145769,0.312419146,0.039156359,-0.109703216
Anisoptera,230.811,274.278,35.01,33.401,35.158,33.57,7.959,10.16,8.721,10.605,0.630343167,0.292559899,0.010788647,-0.081387757
Anisoptera,218.178,265.597,33.211,32.025,33.676,32.385,7.98,10.097,8.7,10.541,0.556253928,0.280392157,0.034558089,-0.112486608
Anisoptera,227.033,271.243,34.269,32.427,34.396,32.787,8.022,10.181,8.721,10.647,0.656,0.296965784,0.025438631,-0.100712108
Anisoptera,228.326,277.359,34.946,32.83,35.179,33.211,8.297,10.351,9.229,11.218,0.560770156,0.31612492,0.050317905,-0.078427761
Anisoptera,198.701,244.071,32.195,30.798,32.935,31.242,7.345,9.462,8.022,10.224,0.651670951,0.326558266,0.029222975,-0.093813462
Anisoptera,208.481,263.674,32.745,31.877,32.914,32.173,7.832,9.8,8.403,10.668,0.613504823,0.311184211,0.039316616,-0.097371437
Anisoptera,213.843,267.528,33.041,31.75,33.062,32.364,8.149,10.097,8.678,10.859,0.604353393,0.324395029,0.054709748,-0.06036636
Anisoptera,206.207,252.036,33.401,31.348,33.443,32.089,7.535,9.843,8.17,10.308,0.575316456,0.266490765,0.026455033,-0.071048495
Anisoptera,178.158,214.753,31.454,29.252,31.814,29.655,6.943,8.911,7.514,9.567,0.632734531,0.36331192,0.05103156,-0.088402898
Anisoptera,179.745,225.858,30.734,29.697,30.861,30.29,7.218,9.102,7.789,9.97,0.612482853,0.317959469,0.041810516,-0.083839948
Anisoptera,171.091,211.845,30.417,29.062,30.607,29.422,6.858,8.7,7.387,9.292,0.661134163,0.294244604,0.028698788,-0.087684255
Anisoptera,151.793,187.591,28.617,27.474,28.829,27.855,6.456,8.17,6.9,8.911,0.609397944,0.251519757,0.033195808,-0.093191907
Anisoptera,178.369,220.086,31.052,29.02,31.115,29.168,7.091,9.356,7.535,9.864,0.583673469,0.272859216,0.040125397,-0.111793716
Anisoptera,222.206,270.762,34.1,32.152,34.184,32.449,7.916,10.224,8.7,10.816,0.638390093,0.247879974,0.028556434,-0.100955763
Anisoptera,232.038,273.168,35.475,33.126,35.56,33.655,8.065,10.181,8.827,11.113,0.576190476,0.334591195,0.027600304,-0.086329235
Anisoptera,227.114,271.923,34.332,31.962,34.629,32.787,8.065,10.351,8.869,11.345,0.459657702,0.271142673,0.02061095,-0.103930118
Anisoptera,245.347,286.633,36.322,34.205,36.428,34.904,8.297,10.308,8.89,11.091,0.510168507,0.347483323,0.00522618,-0.078078573
Anisoptera,222.74,263.634,34.375,32.385,34.459,32.893,8.065,9.991,8.763,10.88,0.624078624,0.285714286,0.027998034,-0.093042659
Anisoptera,226.6,259.287,34.713,32.131,35.052,32.851,7.916,9.8,8.509,10.499,0.618357488,0.264819588,0.020943828,-0.081293508
Anisoptera,214.087,261.779,33.655,31.708,33.994,33.041,7.895,9.927,8.615,10.774,0.575965131,0.33888533,0.036796772,-0.066705545
Anisoptera,207.308,251.848,33.465,31.475,33.951,32.766,7.514,9.8,8.149,10.414,0.564837905,0.322997416,0.024904976,-0.061098576
Anisoptera,230.183,266.954,35.158,32.533,35.581,33.74,8.043,9.97,8.7,10.626,0.609161214,0.34378921,0.031670881,-0.049435264
Anisoptera,205.335,245.127,33.719,31.708,34.121,32.787,7.557,9.504,8.001,10.075,0.615384615,0.324080052,0.040974775,-0.042402237
Anisoptera,208.089,253.753,33.951,32.364,34.057,33.274,7.514,9.61,8.319,10.435,0.53387197,0.282442748,0.013786875,-0.101755095
Anisoptera,211.754,248.047,33.232,31.327,33.422,32.322,7.684,9.843,8.424,10.435,0.531982267,0.277013753,0.003688747,-0.078317397
Anisoptera,219.735,268.929,34.989,33.697,35.37,34.459,7.578,10.012,8.467,10.647,0.47037702,0.282555283,0.024930617,-0.069418894
Anisoptera,217.141,258.59,33.909,31.983,33.994,32.47,7.747,9.927,8.361,10.626,0.440846824,0.263363755,0.018249367,-0.103392127
Anisoptera,201.535,245.079,32.364,30.903,32.491,31.602,7.451,9.567,8.001,10.139,0.596742671,0.225720027,0.006602043,-0.098227884
Anisoptera,202.695,244.188,32.83,30.819,32.999,31.962,7.578,9.652,8.107,10.689,0.625400898,0.3,0.018749432,-0.076939577
Anisoptera,184.75,224.202,31.136,29.782,31.263,30.946,7.366,9.165,7.98,10.16,0.630331754,0.34131327,0.037947804,-0.052620723
Anisoptera,199.659,231.606,31.919,29.93,32.237,30.522,7.514,9.504,8.361,10.245,0.560078792,0.247572816,0.014750031,-0.071315592
Anisoptera,265.708,322.735,38.354,37.529,39.18,38.418,8.234,10.668,8.89,11.113,0.356023771,0.265013774,0.016895022,-0.094177708
Anisoptera,242.758,289.574,36.449,35.412,36.936,35.835,8.192,10.097,8.742,10.52,0.579369628,0.258121678,0.029085321,-0.071724706
Anisoptera,291.236,343.784,39.624,38.672,40.471,38.968,8.89,11.07,9.567,11.832,0.525104603,0.243889191,0.000748808,-0.131972744
Anisoptera,284.022,336.699,39.158,38.714,39.73,40.64,8.721,10.816,9.313,11.43,0.605221098,0.28125,-0.00303444,-0.039577469
Anisoptera,300.464,348.593,41.36,38.015,41.593,38.608,8.89,11.091,9.313,11.811,0.394910942,0.314144737,0.004592586,-0.097155532
Anisoptera,246.335,296.126,35.878,35.391,35.983,35.814,8.107,10.583,8.721,11.282,0.418823529,0.221040189,-0.023712979,-0.115131273
Anisoptera,250.384,303.021,35.539,34.989,35.751,35.772,8.403,10.922,9.123,11.113,0.399052694,0.136686391,-0.02379863,-0.132287355
Anisoptera,278.755,333.554,38.079,37.253,38.375,37.846,8.805,11.536,9.419,11.896,0.410921125,0.173378076,-0.006166721,-0.112443843
Anisoptera,247.972,282.669,37.232,35.158,37.296,36.047,7.98,10.054,8.403,10.583,0.583427923,0.260716383,-0.006272958,-0.073100051
Anisoptera,294.351,340.61,40.471,38.142,40.555,39.158,9.25,11.367,9.673,11.451,0.610125261,0.190810811,-0.005687411,-0.125512872
Anisoptera,177.041,200.053,31.221,28.871,31.814,30.268,7.027,8.721,7.705,9.906,0.664670659,0.333566434,0.043100939,-0.021229356
Anisoptera,203.448,240.533,33.549,30.946,33.803,31.983,7.472,9.398,8.17,10.499,0.611145899,0.375909993,0.027884728,-0.066048143
Anisoptera,201.081,222.578,32.554,29.252,32.618,30.395,7.768,9.504,8.657,9.927,0.554834523,0.165041783,0.03739708,-0.09331651
Anisoptera,195.602,224.662,31.179,30.184,31.496,31.094,7.43,9.229,8.255,9.927,0.50672043,0.21102791,0.04644691,-0.087597465
Anisoptera,200.487,232.57,32.851,30.713,33.041,31.877,7.43,9.186,8.149,10.88,0.602818706,0.254316069,0.014751506,-0.073244443
Anisoptera,191.858,222.891,33.084,30.078,33.465,30.565,7.154,8.954,7.705,9.716,0.666666667,0.189750693,0.040922172,-0.08543539
Anisoptera,215.567,248.423,35.158,32.385,35.56,33.528,7.408,9.292,7.938,10.774,0.668452381,0.29040404,0.027679914,-0.03918381
Anisoptera,205.073,236.849,33.973,31.898,34.502,32.66,7.303,9.229,7.726,10.181,0.710429448,0.323395982,0.047481116,-0.008500168
Anisoptera,209.468,244.096,33.549,31.242,33.973,32.597,7.726,9.462,8.361,11.028,0.595015576,0.363636364,0.032425309,-0.024751282
Anisoptera,194.565,222.914,32.681,30.078,33.126,31.538,7.387,9.144,7.895,10.71,0.609584665,0.317449664,0.039717337,-0.020497301
Anisoptera,183.787,228.505,31.263,29.739,31.729,31.517,7.387,9.292,7.832,10.626,0.596397598,0.337810611,0.064180065,-0.011906242
Anisoptera,184.195,221.853,30.226,30.205,31.496,32.046,7.345,9.313,7.98,10.52,0.607526882,0.35997358,0.039557634,0.01990673
Anisoptera,164.452,193.995,29.993,28.152,30.586,29.062,6.668,8.53,7.324,9.208,0.627681661,0.280407866,0.036758059,-0.063244082
Anisoptera,173.516,205.073,30.226,28.279,30.798,29.506,7.07,8.932,7.599,10.118,0.654982818,0.267575323,0.039644156,-0.05524159
Anisoptera,169.904,197.838,30.438,28.109,31.009,28.998,6.922,8.551,7.387,9.335,0.636177474,0.362043796,0.042693618,-0.070014828
Anisoptera,187.543,215.762,31.56,30.141,32.11,31.03,7.324,8.911,7.895,9.758,0.648648649,0.312414734,0.035026645,-0.027707138
Anisoptera,157.091,193.889,27.644,27.665,28.575,28.554,6.9,8.551,7.472,9.165,0.408148148,0.234247591,0.045961965,-0.046432753
Anisoptera,184.063,209.063,31.157,28.893,31.411,30.332,7.218,8.805,7.599,9.673,0.356469003,0.339846476,0.021787587,-0.008723583
Anisoptera,176.883,202.15,31.369,28.935,31.581,30.205,6.879,8.424,7.472,9.8,0.611260054,0.295725298,0.032892414,-0.026140329
Anisoptera,174.376,199.349,31.136,28.956,31.348,29.93,7.154,8.467,7.557,9.462,0.640108035,0.323196605,0.030831706,-0.045621383
Anisoptera,174.175,199.382,30.798,28.554,31.073,29.485,6.9,9.038,7.408,10.202,0.648501362,0.340990668,0.026255997,-0.040719549
Anisoptera,163.39,192.014,29.93,27.686,30.311,28.829,6.71,8.551,7.133,9.631,0.636173184,0.359765051,0.040862232,-0.036840423
Anisoptera,166.34,191.827,29.887,28.173,30.48,28.977,6.795,8.403,7.26,8.932,0.604166667,0.330898466,0.046232515,-0.026517314
Anisoptera,180.402,207.993,31.009,28.893,31.39,29.591,7.133,8.742,7.62,9.991,0.363452461,0.324749642,0.020312287,-0.058498673
Anisoptera,146.119,165.246,28.49,26.268,28.744,26.966,6.181,7.789,6.625,8.255,0.639175258,0.32967033,0.023552639,-0.050669729
Anisoptera,158.847,179.539,29.612,27.686,30.036,28.596,6.477,8.022,6.795,8.89,0.641296688,0.242042931,0.01807253,-0.053663403
Anisoptera,153.856,183.68,28.871,26.988,29.506,28.406,6.519,8.17,7.006,9.229,0.654232425,0.207898659,0.043532341,-0.036955321
Anisoptera,151.533,176.146,28.639,26.585,29.189,27.75,6.392,8.213,6.922,8.446,0.598984772,0.241800153,0.040831006,-0.04130488
Anisoptera,165.033,197.666,29.739,27.982,30.268,28.893,6.71,8.742,7.366,9.927,0.610489511,0.307692308,0.026077403,-0.068965649
Anisoptera,154.02,179.89,29.02,26.628,29.147,27.326,6.541,8.065,7.049,8.594,0.636165577,0.245546088,0.029122929,-0.083636461
Anisoptera,325.183,386.642,42.714,39.751,43.201,41.487,9.335,11.917,9.864,12.319,0.630083293,0.304591837,0.024786593,-0.048603288
Anisoptera,329.571,397.214,43.815,41.614,44.45,43.413,9.017,12.044,9.821,13.314,0.580952381,0.305704534,0.024338132,-0.051885172
Anisoptera,276.814,329.386,41.233,38.015,41.889,39.645,8.615,10.52,9.292,11.832,0.635674583,0.31500267,0.055158267,-0.039444115
Anisoptera,288.222,324.605,40.513,37.783,41.402,39.349,8.848,10.562,9.102,11.028,0.685582822,0.294782141,0.0376428,-0.031470478
Anisoptera,291.898,334.474,40.936,37.402,41.381,39.18,8.7,10.986,9.525,12.277,0.646035806,0.364127499,0.031129052,-0.031772715
Anisoptera,316.717,370.775,43.625,40.682,44.069,42.058,8.784,11.134,9.546,12.531,0.632084534,0.317564167,0.019590781,-0.055990587
Anisoptera,315.016,389.681,42.757,40.291,43.233,40.502,8.954,11.684,9.8,12.7,0.602937577,0.251633133,0.022990973,-0.112177711
Anisoptera,330.599,398.878,43.36,41.116,43.794,41.847,9.387,11.864,9.895,12.943,0.60077332,0.316388467,0.020759041,-0.088656181
Anisoptera,307.91,382.256,41.36,39.285,41.825,40.682,8.869,11.684,9.631,12.869,0.476467611,0.366545265,0.018396289,-0.069701008
Anisoptera,306.029,384.223,42.344,39.804,42.894,41.116,8.668,11.673,9.335,12.901,0.469528744,0.315572716,0.019474923,-0.076975911
Anisoptera,309.805,382.058,42.947,39.603,43.582,41.296,9.017,11.811,9.546,12.404,0.605633803,0.22142491,0.045907141,-0.077570622
Anisoptera,271.239,310.733,40.132,37.084,40.534,38.206,8.573,10.329,9.186,11.557,0.612010444,0.315235457,0.031344586,-0.062650034
Anisoptera,279.167,334.792,40.407,38.185,40.682,39.307,8.276,10.986,8.954,11.917,0.590010406,0.138933764,0.012391243,-0.075479531
Anisoptera,264.106,317.609,39.053,36.259,39.518,37.232,8.467,11.197,8.996,12.192,0.422603107,0.285957931,0.032430828,-0.085915714
Anisoptera,299.37,353.724,41.444,38.523,41.624,39.624,8.816,11.165,9.366,12.785,0.619374523,0.137820513,0.02547378,-0.096971333
Anisoptera,285.299,343.097,40.333,38.005,40.82,39.328,8.594,11.038,9.282,12.457,0.609281825,0.142088267,0.024396367,-0.082541992
Anisoptera,269.042,324.343,39.307,36.872,39.825,37.825,8.202,10.943,8.89,12.34,0.639117725,0.14801343,0.02103273,-0.103190038
Anisoptera,292.48,346.855,41.222,38.164,41.339,38.947,8.594,11.282,9.737,12.361,0.579109063,0.11548913,0.017231988,-0.102920516
Anisoptera,277.656,334.805,39.857,37.275,40.375,38.735,8.424,11.229,9.155,11.726,0.597640891,0.141530055,0.02284661,-0.086589482
Anisoptera,297.848,358.455,40.841,37.888,41.095,39.296,8.816,11.546,9.663,12.869,0.576873551,0.140587126,0.013989096,-0.08750962
Anisoptera,293.246,361.858,41.55,39.063,41.794,40.037,8.594,11.705,9.26,12.213,0.602430995,0.148295004,0.017385252,-0.100537224
Anisoptera,292.929,354.405,41.455,38.248,41.582,39.105,8.53,11.621,9.25,12.002,0.626368033,0.124763194,0.018569008,-0.095635812
Anisoptera,291.207,358.955,40.799,38.407,41.18,39.486,8.573,11.673,9.218,12.234,0.650475456,0.131064058,0.018044557,-0.104213793
Anisoptera,269.723,342.599,39.402,37.56,40.005,38.121,8.393,11.525,8.869,12.52,0.628042328,0.155746807,0.025947313,-0.10650573
Anisoptera,240.25,269.597,36.999,33.803,37.55,35.158,8.001,10.139,8.53,10.753,0.620631342,0.370860927,0.026179661,-0.037492961
Anisoptera,225.065,266.752,35.645,33.062,36.068,34.205,7.811,10.414,8.297,11.578,0.637323944,0.377475248,0.033086431,-0.051977733
Anisoptera,204.666,235.962,33.232,30.353,33.549,31.496,7.557,9.546,8.149,10.668,0.555835962,0.282258065,0.026336734,-0.057941966
Anisoptera,187.482,215.843,32.131,29.231,32.449,29.951,7.197,9.271,7.747,10.647,0.579908676,0.349116608,0.031535454,-0.006224475
Anisoptera,190.656,232.687,32.364,30.798,32.872,32.089,7.451,9.419,7.959,10.71,0.604636188,0.301451187,0.039176341,-0.042003372
Anisoptera,183.272,209.605,31.348,29.21,31.75,30.395,7.176,8.954,7.726,10.499,0.604,0.325208914,0.030130243,-0.035483406
Anisoptera,176.661,207.685,30.946,29.041,31.411,30.057,7.027,9.081,7.493,10.351,0.605121294,0.354929578,0.030608049,-0.05033098
Anisoptera,207.125,236.33,32.258,30.268,32.872,31.221,7.811,9.546,8.319,10.245,0.610431423,0.312542373,0.009852863,-0.059588023
Anisoptera,187.076,220.293,31.708,29.887,32.173,31.221,7.345,9.081,7.98,9.758,0.636842105,0.332881356,0.042099307,-0.03861855
