Suborder,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW
Anisoptera,61.985,65.22,18.034,16.912,18.309,17.971,4.382,4.911,4.466,5.207,0.707514451,0.406360424,0.082560785,0.026291459
Anisoptera,60.602,68.046,17.759,16.701,18.14,17.166,4.403,4.974,4.466,4.974,0.711785298,0.741060419,0.091780195,0.000307823
Anisoptera,60.039,74.551,17.928,16.764,18.119,17.06,4.191,5.292,4.339,5.461,0.714953271,0.349875931,0.07451828,-0.04132186
Anisoptera,60.374,75.291,17.822,17.039,18.034,17.209,4.233,5.292,4.339,5.44,0.720657277,0.291512915,0.071784714,-0.057286996
Anisoptera,99.753,126.754,21.844,21.124,22.077,21.421,5.609,7.176,5.906,7.493,0.554170662,0.153162055,0.053257335,-0.12444211
Anisoptera,203.591,252.873,34.015,32.83,34.375,33.211,7.154,9.462,7.345,9.927,0.705049261,0.339069471,0.033582563,-0.080956388
Anisoptera,230.293,297.912,37.973,36.216,38.523,37.317,7.472,9.864,7.472,10.541,0.703296703,0.22688599,0.03982544,-0.071779383
Anisoptera,295.225,370.343,42.143,39.074,42.312,40.64,8.657,11.599,9.102,13.208,0.593296648,0.3046875,0.037462287,-0.083295915
Anisoptera,306.375,368.576,42.968,42.058,43.54,43.603,8.446,10.901,8.996,12.552,0.583373845,0.37038835,0.025247619,-0.024248544
Anisoptera,320.479,388.988,44.344,42.905,44.895,44.387,8.742,11.79,9.335,13.399,0.60348892,0.28516929,0.038414879,-0.012277459
Anisoptera,341.541,412.031,44.154,41.974,44.641,42.693,9.165,12.086,9.864,13.208,0.596965386,0.328705999,0.0263,-0.107701994
Anisoptera,335.625,413.524,45.085,43.519,45.572,44.958,8.932,11.959,9.716,14.161,0.569437994,0.247645951,0.03637995,-0.044138478
Anisoptera,321.291,402.865,42.545,42.333,43.117,43.984,9.081,12.044,9.737,13.483,0.582719686,0.266121271,0.028153912,-0.032325815
Anisoptera,343.587,423.368,44.387,41.974,44.641,43.053,9.271,12.256,9.991,14.055,0.559506875,0.250245821,0.027995571,-0.099446619
Anisoptera,338.481,418.374,45.043,42.799,45.953,44.26,8.996,11.98,9.462,13.25,0.603869185,0.205643233,0.027147933,-0.077554742
Anisoptera,243.824,301.135,39.328,36.745,39.37,37.846,7.726,10.033,8.128,11.303,0.594623656,0.237695749,0.058800435,-0.049715717
Anisoptera,259.952,315.937,38.735,36.364,39.285,37.423,7.895,10.478,8.424,12.277,0.721982759,0.178167421,0.027225989,-0.108524122
Anisoptera,272.651,326.076,39.116,36.83,39.942,38.439,8.022,10.626,8.636,12.488,0.435612083,0.214207049,0.022766357,-0.091098141
Anisoptera,256.241,309.886,38.142,36.64,38.354,37.846,7.726,10.668,8.234,11.113,0.39183223,0.194071588,0.012520143,-0.062332909
Anisoptera,273.184,322.113,39.222,36.703,39.772,38.164,8.086,10.583,8.636,12.573,0.720063864,0.165280089,0.020328883,-0.081601913
Anisoptera,235.899,275.863,36.872,34.756,37.465,36.005,7.472,9.8,8.107,10.71,0.74180791,0.198118754,0.022636652,-0.069338514
Anisoptera,240.799,287.466,37.55,35.094,38.185,36.343,7.535,9.927,8.149,11.578,0.579822616,0.198602213,0.029833387,-0.0827726
Anisoptera,333.896,404.084,43.709,41.487,44.387,43.625,9.292,12.023,9.906,13.737,0.568907964,0.235322659,0.033584464,-0.049790839
Anisoptera,301.188,371.736,41.593,39.539,42.143,40.661,8.742,11.557,9.398,12.954,0.584630839,0.198334201,0.033912016,-0.100596857
Anisoptera,327.803,393.887,44.154,41.148,44.45,42.46,8.869,11.43,9.843,13.716,0.576190476,0.18444666,0.020958413,-0.102937109
Anisoptera,324.634,386.708,42.99,40.238,43.688,41.466,8.996,11.896,9.694,13.314,0.575581395,0.206738132,0.021554101,-0.097392615
Anisoptera,309.973,374.644,41.677,39.666,41.847,40.619,8.805,11.451,9.652,12.7,0.397572079,0.168837936,0.018371508,-0.099280299
Anisoptera,332.196,395.443,43.709,40.196,44.006,41.339,9.398,12.086,10.054,13.462,0.44011544,0.192524322,0.022523135,-0.070649418
Anisoptera,307.766,386.397,42.693,40.45,43.053,41.317,8.594,11.875,9.419,12.615,0.593411996,0.27920082,0.014485699,-0.118011984
Anisoptera,328.181,379.16,43.54,39.539,44.111,41.275,8.954,11.853,9.927,13.864,0.420825336,0.212307692,0.022364462,-0.085232636
Anisoptera,302.62,372.046,42.905,40.174,43.117,41.72,8.403,11.853,8.975,13.377,0.390279823,0.224251649,0.02585907,-0.0801715
Anisoptera,332.622,401.26,43.752,40.894,43.984,41.889,8.996,12.383,9.673,13.928,0.376323388,0.20616473,0.010831648,-0.103943348
Anisoptera,282.427,345.294,40.323,37.804,40.809,39.434,8.065,11.557,8.657,13.25,0.392634855,0.182501342,0.010536627,-0.093496234
Anisoptera,302.185,363.817,41.275,40.196,41.762,41.063,8.678,11.98,9.208,12.764,0.479472884,0.220103093,0.015144535,-0.048953364
Anisoptera,270.082,320.403,39.688,38.799,40.259,39.624,7.959,10.986,8.424,12.256,0.518927445,0.251068376,0.021108436,-0.033321415
Anisoptera,312.565,385.662,42.418,40.238,42.82,41.677,8.89,11.853,9.44,12.848,0.426594167,0.192991366,0.010873071,-0.098593947
Anisoptera,320.639,398.099,42.736,40.788,42.82,41.021,8.848,12.51,9.377,12.891,0.402372714,0.167182663,0.012965607,-0.142408176
Anisoptera,305.157,377.005,41.529,39.942,41.741,40.069,8.742,11.79,9.208,12.51,0.417342799,0.18330692,-0.002371393,-0.155170262
Anisoptera,275.9,350.033,40.121,38.513,40.502,38.523,7.916,11.102,8.551,11.98,0.429579305,0.172252747,0.013522445,-0.124935358
Anisoptera,164.918,214.909,29.718,28.321,30.141,29.041,6.9,9.208,7.197,10.245,0.639747191,0.218658892,0.058983829,-0.087392552
Anisoptera,171.699,214.587,30.607,29.21,30.882,29.866,6.879,8.827,7.176,9.208,0.596984236,0.342310418,0.053343185,-0.083506842
Anisoptera,146.388,180.693,27.093,25.972,27.326,26.966,6.625,8.615,6.964,8.954,0.587916344,0.275510204,0.051744268,-0.056375681
Anisoptera,140.205,181.788,27.22,26.374,27.411,26.797,6.477,8.403,6.562,8.7,0.649420849,0.350710901,0.050808492,-0.094131581
Anisoptera,164.265,199.249,29.464,26.437,29.718,28.109,6.879,9.081,7.197,10.054,0.601851852,0.156626506,0.047952262,-0.074807755
Anisoptera,162.527,212.24,30.036,28.512,30.946,29.295,6.964,8.954,7.197,9.758,0.616963064,0.335982659,0.080813109,-0.100307242
Anisoptera,160.747,211.342,29.337,28.681,30.163,29.083,6.773,8.954,7.027,9.589,0.64,0.250363901,0.063344283,-0.114505916
Anisoptera,148.267,194.374,28.385,28.046,28.787,28.893,6.583,8.509,6.879,9.462,0.605147059,0.35018315,0.049301578,-0.026136099
Anisoptera,162.907,206.173,29.464,28.321,29.76,28.639,6.795,8.594,7.112,9.419,0.586770982,0.26533629,0.045712808,-0.107641893
Anisoptera,161.529,201.407,28.469,27.326,28.744,27.601,6.964,8.784,7.154,9.546,0.744477172,0.196319018,0.051419792,-0.117251077
Anisoptera,205.637,248.913,33.041,31.052,33.041,31.411,7.789,9.61,8.107,10.626,0.664317745,0.158355795,0.045787917,-0.10816644
Anisoptera,187.512,243.808,31.327,30.501,31.496,30.755,7.472,9.589,7.853,10.541,0.602822581,0.278045423,0.041257394,-0.131229457
Anisoptera,185.665,223.608,30.734,29.083,31.581,29.633,7.641,9.186,7.938,10.16,0.601876676,0.318571429,0.042720065,-0.105239398
Anisoptera,160.563,208.743,28.533,27.961,28.977,28.279,6.922,9.038,7.154,10.033,0.623813002,0.293413174,0.048095472,-0.12750706
Anisoptera,188.801,239.282,30.671,29.591,31.433,30.057,7.98,9.927,8.234,10.689,0.626262626,0.407042254,0.047529398,-0.120468314
Anisoptera,181.303,224.237,30.247,28.85,30.48,29.464,7.387,9.356,8.022,9.694,0.509027778,0.200431035,0.061976474,-0.10372365
Anisoptera,194.944,254.134,32.914,31.2,33.295,31.729,7.557,9.779,7.832,10.943,0.609027336,0.332221481,0.06038156,-0.095116741
Anisoptera,152.631,191.948,27.898,27.178,28.088,27.347,6.668,8.657,7.112,8.954,0.60587792,0.199690403,0.032901815,-0.12751106
Anisoptera,183.779,238.751,30.544,29.697,30.671,29.93,7.165,9.98,7.408,10.52,0.655969634,0.245403112,0.027091885,-0.150326275
Anisoptera,189.958,243.562,30.734,29.676,31.263,30.099,7.44,9.991,7.842,11.282,0.589370345,0.33931083,0.044685172,-0.122354805
Anisoptera,181.154,231.755,30.353,29.824,30.999,29.824,7.313,9.398,7.588,10.7,0.620006828,0.332505323,0.053836834,-0.137425429
Anisoptera,194.183,241.188,30.766,29.94,31.284,30.12,7.726,9.747,8.065,10.234,0.598782138,0.301475755,0.049081977,-0.136935956
Anisoptera,215.164,272.553,32.565,32.226,33.306,32.576,8.012,10.234,8.456,11.165,0.564029234,0.324236517,0.047041949,-0.110924137
Anisoptera,210.641,273.427,32.861,32.787,33.263,33.041,7.673,10.319,8.16,10.784,0.526248807,0.278987828,0.025579379,-0.121853837
Anisoptera,169.638,216.941,28.956,28.935,29.337,29.041,7.091,9.186,7.472,9.716,0.595238095,0.241982507,0.026331218,-0.132843711
Anisoptera,171.151,227.367,29.655,29.464,29.655,29.464,6.9,9.567,7.387,10.139,0.563882941,0.17816092,0.022923386,-0.149181861
Anisoptera,152.905,186.728,28.533,27.284,29.041,28.131,6.646,8.509,7.112,8.89,0.5,0.320541761,0.054894722,-0.056455217
Anisoptera,180.877,219.313,30.988,29.612,31.454,29.951,7.176,9.186,7.535,10.351,0.638627187,0.177385159,0.040789042,-0.119476841
Anisoptera,163.526,204.097,29.591,28.533,29.782,28.723,6.71,8.827,7.006,9.229,0.603411514,0.263817244,0.045370888,-0.12026558
Anisoptera,146.546,186.832,27.94,26.797,28.321,27.03,6.541,8.488,6.816,8.848,0.630792227,0.267032107,0.068341813,-0.10634023
Anisoptera,174.677,210.663,29.718,28.469,30.374,29.845,7.091,8.911,7.557,10.202,0.613240418,0.192907801,0.051802634,-0.053517929
Anisoptera,190.406,231.634,32.004,29.866,32.512,30.353,7.154,9.546,7.705,10.859,0.734375,0.224546723,0.051176048,-0.116619162
Anisoptera,188.621,237.383,30.882,29.676,31.411,30.861,7.387,9.694,8.149,11.578,0.615229111,0.273662551,0.043240702,-0.091918518
Anisoptera,149.164,181.808,27.644,27.115,28.215,28.152,6.625,8.149,6.922,9.525,0.597149287,0.322556391,0.059824719,-0.028201429
Anisoptera,164.602,202.388,30.48,27.665,31.263,28.554,6.71,8.932,7.303,10.52,0.645226811,0.151964418,0.076135224,-0.102149853
Anisoptera,186.485,225.793,31.242,30.84,31.898,32.089,7.768,9.081,7.874,10.837,0.714664897,0.226253298,0.052708508,-0.014809792
Anisoptera,175.235,218.302,30.798,32.766,31.369,34.036,6.964,8.869,7.324,10.435,0.610661269,0.300373134,0.053446576,0.056706382
Anisoptera,188.826,215.827,32.152,29.104,32.237,29.782,7.408,8.784,7.62,10.414,0.388049902,0.239516702,0.034466248,-0.108756161
Anisoptera,158.619,199.831,29.316,27.644,29.824,27.771,6.668,8.678,7.112,9.377,0.592618879,0.302591463,0.04417371,-0.146242651
Anisoptera,133.217,159.936,25.929,24.807,26.416,25.294,6.16,7.832,6.456,8.319,0.587339744,0.307949791,0.049364367,-0.081496433
Anisoptera,180.474,229.863,30.713,29.845,31.369,30.607,7.091,9.25,7.43,9.906,0.580296896,0.2406639,0.047805714,-0.103974711
Anisoptera,224.581,256.643,32.957,31.919,33.782,32.618,8.382,9.589,8.7,10.732,0.643483709,0.194029851,0.080922752,-0.095119058
Anisoptera,155.371,203.998,28.787,28.025,29.337,28.639,6.773,8.763,6.964,9.864,0.625541126,0.308203991,0.071711054,-0.095440759
Anisoptera,177.934,223.296,30.501,29.528,31.03,29.612,7.197,9.038,7.535,9.483,0.629604366,0.173695497,0.051770156,-0.129907927
Anisoptera,156.202,192.529,28.617,27.601,29.252,28.3,6.583,8.403,7.006,9.271,0.630969609,0.294689604,0.040874324,-0.080645107
Anisoptera,184.102,231.499,30.692,30.29,31.475,31.792,7.239,9.102,7.684,10.287,0.622057835,0.308255659,0.04981374,-0.022154321
Anisoptera,191.497,237.602,32.533,30.247,32.681,31.56,7.218,9.44,7.472,10.71,0.621761658,0.341381623,0.032131533,-0.07411181
Anisoptera,170.095,220.695,30.12,29.21,30.48,29.337,6.689,9.165,7.112,10.245,0.565972222,0.153679654,0.036456627,-0.154551743
Anisoptera,173.601,214.756,29.464,28.088,30.078,28.617,7.176,9.546,7.493,10.224,0.615059817,0.306952663,0.053141421,-0.087751464
Anisoptera,152.475,186.93,27.517,26.945,27.919,27.03,7.112,8.213,7.366,8.932,0.621683093,0.299138606,0.061700921,-0.115165173
Anisoptera,201.443,242.565,31.581,30.925,32.554,31.771,8.065,10.435,8.467,11.705,0.583875163,0.326449034,0.016115796,-0.065087112
Anisoptera,175.286,211.095,30.311,28.279,30.544,29.041,7.154,9.102,7.324,10.139,0.372141372,0.295189504,0.040298035,-0.090075588
Anisoptera,169.467,216.887,29.887,28.639,30.607,28.85,7.218,9.038,7.366,9.61,0.681881051,0.435803375,0.02436434,-0.118559752
Anisoptera,182.078,234.2,29.951,29.274,30.332,29.612,7.578,9.716,7.832,10.88,0.583391486,0.324517513,0.043910503,-0.133438845
Anisoptera,177.84,227.952,29.517,29.041,29.686,29.263,7.345,9.567,7.715,10.52,0.604278075,0.308137432,0.035472329,-0.125363418
Anisoptera,219.33,281.438,33.433,32.65,33.761,32.861,7.821,10.361,8.308,11.451,0.612852665,0.172624799,0.030271682,-0.140149036
Anisoptera,153.498,191.573,27.734,26.924,28.21,26.982,6.837,8.689,7.144,9.16,0.615831927,0.303981173,0.050431773,-0.136777507
Anisoptera,170.531,215.663,29.538,28.893,29.93,29.03,6.922,8.996,7.377,10.192,0.611739745,0.209989063,0.033873593,-0.139612918
Anisoptera,213.012,264.078,33.168,32.523,33.253,32.544,7.705,9.779,8.244,11.165,0.620623807,0.176260163,0.030809844,-0.134702696
Anisoptera,194.432,232.719,31.21,30.088,31.665,30.131,7.451,9.43,7.938,10.097,0.61697861,0.213558131,0.044846,-0.134643342
Anisoptera,181.655,220.455,29.422,29.104,29.856,29.178,7.451,9.059,7.853,9.536,0.605104573,0.190424374,0.039043538,-0.12766122
Anisoptera,166.169,209.069,29.083,28.533,29.443,28.766,6.847,8.7,7.303,10.044,0.598849748,0.288447388,0.035777758,-0.123872985
Anisoptera,213.914,255.833,32.385,31.253,32.904,31.316,7.779,9.938,8.35,10.552,0.619813445,0.169651909,0.023738408,-0.149354344
Anisoptera,206.163,252.671,32.247,31.782,32.618,32.364,7.514,9.578,8.075,11.123,0.601881895,0.18410726,0.019301046,-0.121068476
Anisoptera,178.522,216.29,29.559,29.03,30.141,29.072,7.101,9.102,7.546,9.641,0.562851124,0.295959228,0.028605959,-0.13318048
Anisoptera,186.241,227.217,30.522,29.57,30.882,29.866,7.324,9.324,7.758,10.255,0.586360521,0.23210489,0.038560288,-0.130956245
Anisoptera,224.638,273.232,33.634,33.073,33.909,33.158,8.086,10.181,8.636,10.679,0.534644195,0.198531759,0.015805055,-0.147119093
Anisoptera,203.443,259.761,32.554,32.364,32.734,32.374,7.535,10.001,8.001,10.213,0.551568057,0.178489703,0.001155887,-0.14946282
Anisoptera,383.318,528.381,45.149,43.18,45.974,44.09,10.583,15.769,11.324,17.103,0.468692449,0.143542967,0.028517826,-0.207847751
Anisoptera,372.158,536.564,45.36,43.879,46.186,45.297,9.97,16.002,10.393,17.314,0.495417049,0.171962617,0.022435832,-0.182441741
Anisoptera,377.135,533.329,44.873,42.503,45.318,43.265,10.456,15.96,11.261,17.907,0.481083606,0.186399217,0.029988008,-0.222272337
Anisoptera,364.255,494.18,45.043,42.228,45.551,43.688,9.97,15.515,10.456,16.574,0.470260223,0.168604651,0.016531085,-0.168388904
Anisoptera,383.927,532.39,46.503,44.09,46.948,44.768,10.245,15.558,11.049,16.658,0.579350767,0.134751773,0.021850231,-0.210943958
Anisoptera,343.969,474.23,43.349,41.423,43.434,42.249,9.927,14.944,10.541,15.579,0.442007797,0.106713427,0.008635001,-0.222236853
Anisoptera,338.846,466.144,43.476,41.762,43.879,42.651,9.546,15.007,10.139,15.939,0.443801254,0.044168734,0.009717953,-0.21278403
Anisoptera,355.324,486.951,45.445,41.19,45.953,41.91,9.694,15.558,10.329,16.383,0.49332105,0.1,0.021046809,-0.225560412
Anisoptera,351.659,469.596,44.344,41.974,44.852,43.095,9.779,14.796,10.393,15.642,0.455875413,0.102652259,0.009127979,-0.199905807
Anisoptera,376.592,529.259,45.657,44.006,46.313,45.339,10.245,16.193,10.816,16.891,0.432358318,0.057422969,0.006401018,-0.212671111
Anisoptera,363.158,501.55,45.403,42.736,46.016,43.815,9.758,15.028,10.52,15.769,0.430082797,0.076328502,0.011998483,-0.202618058
Anisoptera,334.528,470.419,44.027,41.36,44.408,42.482,9.525,15.155,9.927,15.706,0.480457579,0.137518685,0.013114927,-0.208159352
Anisoptera,406.805,564.795,47.35,46.249,47.985,47.308,10.647,16.214,11.388,16.658,0.453462726,0.072035794,0.01288883,-0.201420888
Anisoptera,334.998,496.772,43.942,42.418,44.175,43.625,9.123,15.685,9.567,16.256,0.395783421,0.061620573,0.005991657,-0.202543296
Anisoptera,330.355,459.308,41.148,38.82,41.508,40.026,9.97,15.642,10.52,16.256,0.422743498,0.071390799,0.00267566,-0.242988494
Anisoptera,304.696,402.177,40.915,37.952,41.656,39.349,9.102,14.69,9.631,16.023,0.415142276,0.137170522,0.011252519,-0.171842057
Anisoptera,369.961,499.814,44.746,41.444,45.064,42.926,10.329,16.235,10.774,17.865,0.426491311,0.112919132,-0.005238396,-0.218951019
Anisoptera,342.561,480.336,43.328,41.698,43.54,42.46,9.843,16.214,10.308,16.997,0.420029169,0.050847458,-0.009364008,-0.239529005
Anisoptera,330.624,456.445,42.249,39.688,42.566,40.831,9.8,15.092,10.329,15.621,0.493286922,0.094349404,0.015295549,-0.224932158
Anisoptera,345.686,488.322,43.73,41.55,43.984,42.799,10.075,16.341,10.52,17.23,0.432146295,0.096439169,0.000869398,-0.226608406
Anisoptera,341.179,457.9,42.672,40.704,43.138,41.254,10.033,15.409,10.478,16.468,0.473503435,0.091328887,0.0108,-0.210771685
Anisoptera,311.505,435.987,41.042,39.349,41.296,40.196,9.567,14.88,9.927,16.277,0.43413634,0.097946288,0.001671828,-0.225897852
Anisoptera,329.845,452.276,42.418,40.323,42.587,41.063,9.61,15.346,9.948,16.595,0.432902585,0.101030928,-0.003060333,-0.215411619
Anisoptera,339.178,477.57,42.736,41.296,42.863,42.291,9.779,15.812,10.181,16.425,0.412345679,0.093593594,0.000637667,-0.215345399
Anisoptera,294.205,426.227,39.391,38.121,39.73,39.307,9.419,15.304,9.864,15.642,0.4176878,0.113085622,0.000874829,-0.227251015
Anisoptera,350.014,443.057,43.021,42.82,43.127,42.958,9.737,12.541,10.34,13.324,0.585030675,0.169746243,0.020655075,-0.125570816
Anisoptera,339.291,495.347,42.291,41.434,42.376,42.926,9.927,16.245,10.393,16.394,0.409340659,0.113412229,-0.017700475,-0.208153388
Anisoptera,337.774,476.362,41.9,40.905,42.132,42.397,9.906,15.79,10.435,16.023,0.483044461,0.121318023,-0.018868611,-0.204316601
Anisoptera,327.394,442.75,41.37,40.608,41.529,41.571,9.747,15.462,10.012,15.473,0.391182467,0.125509165,-0.029187217,-0.211865181
Anisoptera,356.851,490.766,43.688,42.143,44.175,43.307,10.255,15.96,10.679,16.478,0.452803067,0.08773216,0.010988498,-0.208712154
Anisoptera,393.632,537.618,45.138,43.349,45.254,44.641,10.954,16.859,11.314,17.156,0.408091675,0.099573257,-0.01446979,-0.212734554
Anisoptera,344.606,467.197,43.159,40.524,43.36,42.069,9.991,15.727,10.456,16.161,0.458140103,0.09509434,-0.007978268,-0.220892891
Anisoptera,359.551,514.912,44.217,42.376,44.44,43.508,10.149,16.531,10.509,17.558,0.400809717,0.094380929,-0.01094141,-0.226999775
Anisoptera,341.932,476.341,43.074,41.106,43.434,41.847,9.927,15.833,10.224,17.06,0.430311891,0.095599393,-0.001036715,-0.223449665
Anisoptera,328.84,451.538,43.561,40.852,43.836,42.058,9.419,15.579,9.843,16.785,0.471269918,0.045294414,-0.009073079,-0.235231415
Anisoptera,313.437,405.152,42.82,39.561,43.138,40.64,9.165,14.351,9.419,14.901,0.411187439,0.104166667,-0.012485607,-0.213612659
Anisoptera,351.453,488.183,43.9,41.952,44.45,43.307,9.948,16.235,10.414,16.468,0.432380952,0.078690127,0.000221019,-0.215243486
Anisoptera,310.64,423.538,41.36,39.031,41.698,40.407,9.398,15.05,9.694,16.277,0.386802031,0.085385018,-0.010953386,-0.229201604
Anisoptera,294.178,411.534,40.323,38.841,40.471,40.344,9.017,15.007,9.398,15.812,0.412656904,0.056663169,-0.019369191,-0.203430554
Anisoptera,311.276,413.148,41.042,38.058,41.275,40.386,9.398,14.965,9.737,16.171,0.390769231,0.084381551,-0.015138171,-0.167294215
Anisoptera,330.123,462.17,42.937,40.704,42.958,42.439,9.546,15.314,9.79,15.314,0.398127618,0.103241895,-0.028385141,-0.200168177
Anisoptera,341.016,484.002,43.572,41.381,44.164,43.201,9.599,16.521,10.012,16.637,0.42774982,0.090641842,0.000125016,-0.211577062
Anisoptera,317.45,449.54,41.815,39.815,41.91,41.455,9.398,15.663,9.726,15.748,0.434848485,0.093694154,-0.01919022,-0.212829153
Anisoptera,323.943,462.851,42.111,39.984,42.122,42.101,9.398,16.087,9.895,16.097,0.385427136,0.105329311,-0.013278818,-0.211762965
Anisoptera,300.557,417.328,40.629,37.867,40.64,40.566,9.091,15.071,9.504,15.145,0.449739583,0.114009914,-0.018618525,-0.194581496
Anisoptera,349.58,487.35,44.694,41.984,45.117,43.455,9.832,16.193,10.181,16.51,0.450856205,0.078421822,-0.008940947,-0.210025012
Anisoptera,356.727,490.18,42.683,41.275,42.916,42.281,10.372,16.277,10.859,16.574,0.415289766,0.107634543,-0.011025036,-0.22176514
Anisoptera,342.314,471.302,41.836,40.915,42.016,42.714,10.097,16.267,10.509,16.277,0.385642317,0.103072349,-0.030224395,-0.210669748
Anisoptera,319.005,439.684,41.72,39.529,41.751,41.307,9.493,15.706,9.843,15.917,0.428136882,0.083525493,-0.024,-0.225227783
Anisoptera,333.598,458.061,41.497,40.714,41.794,42.154,9.853,15.558,10.266,15.769,0.399341606,0.094652272,-0.01753812,-0.200496169
Anisoptera,342.655,465.551,41.995,40.386,42.027,42.429,10.044,15.801,10.509,15.907,0.425333669,0.099526066,-0.023043634,-0.222074617
Anisoptera,330.813,475.254,41.794,40.873,41.91,42.651,9.768,16.171,10.213,16.383,0.374242424,0.082133995,-0.027096588,-0.22823511
Anisoptera,351.151,492.117,43.984,42.185,44.598,43.519,9.8,16.235,10.054,16.637,0.465116279,0.098249027,-0.015801045,-0.217997832
Anisoptera,329.027,445.523,42.016,40.047,42.355,41.402,9.716,15.96,9.97,16.447,0.405797101,0.06799591,-0.00714025,-0.233872157
Anisoptera,333.197,459.289,42.037,40.439,42.037,42.471,9.62,15.949,10.107,16.118,0.438821752,0.082481934,-0.033285779,-0.223449312
Anisoptera,336.077,468.685,43.095,41.116,43.54,42.598,9.694,16.626,10.16,17.092,0.436315022,0.06310559,-0.015261038,-0.222125817
Anisoptera,380.96,522.691,45.593,41.804,45.995,43.688,10.499,16.955,10.964,18.521,0.444086516,0.07751938,-0.000422888,-0.228156136
Anisoptera,353.829,473.367,44.133,40.323,44.302,42.016,10.118,15.896,10.541,16.912,0.41949355,0.068513854,-0.008910224,-0.23971162
Anisoptera,328.524,465.852,42.333,38.926,42.545,40.45,10.054,15.854,10.393,17.399,0.460696517,0.129251701,0.02197064,-0.245247712
Anisoptera,376.996,530.971,44.895,42.397,45.403,43.963,10.541,16.828,11.049,17.738,0.468065268,0.143957631,0.007182726,-0.209068421
Anisoptera,363.167,489.304,43.603,41.106,43.709,42.143,10.88,16.404,11.451,17.145,0.414527845,0.133098945,-0.020440674,-0.238065032
Anisoptera,343.323,482.067,43.18,40.704,43.244,42.079,10.012,16.044,10.308,17.399,0.408712677,0.11971831,-0.010050111,-0.243459249
Anisoptera,359.886,484.201,44.111,40.513,44.365,42.228,10.414,15.79,10.922,17.547,0.436068702,0.145864662,0.008284892,-0.202616816
Anisoptera,348.02,480.358,43.625,40.026,43.667,41.508,10.202,16.066,10.689,17.611,0.426563257,0.124936257,0.002791164,-0.240729579
Anisoptera,339.541,498.653,44.344,41.106,44.577,42.524,9.546,16.129,9.631,17.357,0.37037037,0.114484818,-0.004148293,-0.241988497
Anisoptera,362.139,482.087,43.773,39.603,43.984,41.677,10.456,16.002,10.859,17.526,0.427815207,0.12595226,0.002464497,-0.207546601
Anisoptera,415.716,593.82,47.921,44.323,48.429,46.186,11.049,17.505,11.578,19.029,0.460664336,0.081576535,0.021621814,-0.234993968
Anisoptera,374.365,517.686,45.064,42.778,45.699,44.302,10.541,16.425,10.922,18.034,0.451134785,0.131868132,-0.003897989,-0.211681649
Anisoptera,341.547,463.544,42.355,40.005,42.482,41.72,10.097,15.833,10.393,16.51,0.399601395,0.081684424,0.002915987,-0.178891302
Anisoptera,354.309,520.424,45.149,42.545,45.53,43.836,10.181,16.298,10.583,17.865,0.488145049,0.082085949,0.021963613,-0.227383247
Anisoptera,354.904,507.51,44.26,41.974,44.471,43.095,10.224,16.087,10.52,17.399,0.453593527,0.094302554,0.001343935,-0.240224544
Anisoptera,350.752,494.84,44.238,41.402,44.344,42.778,9.927,16.277,10.456,17.42,0.411455847,0.078673924,-0.003247322,-0.252336628
Anisoptera,404.777,573.182,45.9,43.72,46.154,45.381,10.964,17.738,11.324,18.426,0.411144233,0.100979478,-0.010700041,-0.242036109
Anisoptera,385.132,528.267,44.609,42.058,45.17,44.006,10.816,16.965,11.25,17.558,0.458528585,0.093554594,-0.005220237,-0.235913416
Anisoptera,381.989,522.639,44.662,41.847,44.873,43.699,10.954,16.574,11.419,17.918,0.417216981,0.109711795,-0.002657194,-0.235747591
Anisoptera,423.782,563.229,47.678,44.567,48.112,46.027,11.049,17.06,11.769,18.68,0.446326441,0.133363992,0.014834928,-0.234086574
Anisoptera,382.79,542.958,45.17,43.138,45.614,44.831,10.605,16.912,11.091,18.457,0.424593968,0.064683664,0.000492302,-0.235343671
Anisoptera,356.579,512.94,44.207,41.148,44.228,42.916,10.308,16.775,10.626,18.214,0.433596554,0.112453761,-0.001240047,-0.243729916
Anisoptera,375.041,531.204,44.81,42.079,44.979,43.476,10.499,16.722,10.943,18.373,0.438588235,0.11587147,-0.005051496,-0.248450223
Anisoptera,341.17,456.619,43.18,40.09,43.349,41.085,10.097,15.854,10.329,16.087,0.412109375,0.132405976,-0.020085613,-0.250785272
Anisoptera,381.749,515.684,46.609,42.249,46.948,44.492,10.308,16.383,10.647,18.14,0.450856628,0.149857279,0.003730023,-0.19836199
Anisoptera,347.058,431.174,43.582,39.963,43.921,42.143,9.97,14.901,10.393,16.108,0.422168675,0.190356605,0.000443084,-0.125690419
Anisoptera,324.342,432.768,42.185,38.693,42.439,40.132,9.546,14.986,9.864,16.044,0.436907731,0.122890295,-0.002833971,-0.199068874
Anisoptera,321.698,406.496,41.529,38.354,41.698,39.561,9.589,14.118,9.927,15.219,0.42893401,0.174424826,-0.008212556,-0.201246512
