coll_uniq_id,Collection Unique ID,Project Unique ID,Suborder,Family,Genus,Species,Species name,Sex,Wing Side,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),Country,State,County,North America,Mexico,South America,Central America,Upload Date,Bisque Unique ID,WRK-WS ID,Collection,Scan Device,User,Notes,Filename,Bisque Image Link
MLM-001035,MLM-001035,MLM-001035,Anisoptera,Libellulidae,Perithemis,mooma,Perithemis mooma,M,right,69.949,89.273,17.928,17.738,18.33,18.034,4.89,5.906,5.038,6.604,0.621247113,0.181924883,0.081408921,-0.108889942,0.483193277,0.538461539,134.3018292,125.4062708,47.244,Costa Rica,Guanacaste,,FALSE,TRUE,TRUE,TRUE,8/20/2017 1:37:31,00-h65wX8ojEzAwJEjCgMveVj,None,MLM,RUN_epson_v550_2,Dirk Gassmann,,MLM-001035.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-h65wX8ojEzAwJEjCgMveVj
MLM-001034,MLM-001034,MLM-001034,Anisoptera,Libellulidae,Perithemis,mooma,Perithemis mooma,M,right,79.954,99.794,18.584,18.309,18.69,19.071,5.313,6.371,5.44,6.858,0.62400906,0.196448391,0.047517291,-0.072138143,0.521400778,0.537037037,133.616544,120.1261489,47.244,Panama,Canal Zone,,FALSE,TRUE,TRUE,TRUE,8/18/2017 18:30:37,00-5ZsszF9Ei4k9juteggk2DZ,None,MLM,RUN_epson_v550_1,Dirk Gassmann,,MLM-001034.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-5ZsszF9Ei4k9juteggk2DZ
RUN-012405,RUN-012405,RUN-012405,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,94.89,115.361,20.045,19.473,20.574,20.066,5.948,7.154,6.138,8.065,0.600823045,0.388185654,0.054434539,-0.080357978,0.513793103,0.585301837,121.6539575,121.4022555,47.244,,,,TRUE,TRUE,FALSE,TRUE,9/11/2018 0:15:14,00-uULVQfAaCNAGCeDn8YV8v3,None,RUN,RUN_epson_v550_1,Rutgers Student,,RUN-012405.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-uULVQfAaCNAGCeDn8YV8v3
RU-N:WL:OdoD: 2015 00425,RU-N:WL:OdoD: 2015 00425,RUN-000241,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,95.967,114.384,20.511,19.473,21.019,19.558,6.35,7.049,6.456,7.662,0.640483384,0.24025974,0.076920555,-0.124687091,0.540983607,0.607734807,130.5986055,120.5862198,47.244,United States,,Essex,TRUE,TRUE,FALSE,TRUE,10/8/2017 19:54:37,00-3cLMSfGosuJ4tRFWYKCqrP,None,RUN,None,Rutgers Student,,RUN-000241.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-3cLMSfGosuJ4tRFWYKCqrP
RU-N:WL:OdoD: 2017 00380,RU-N:WL:OdoD: 2017 00380,RUN-000679,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,81.813,99.599,19.114,17.674,19.156,18.373,5.736,6.858,5.863,7.43,0.617679558,0.384792627,0.094864886,-0.045496988,0.512635379,0.595441595,127.2857302,120.96299,47.244,,,,TRUE,TRUE,FALSE,TRUE,10/6/2017 18:33:51,00-swp26c4vM8JHzLTh9RYxEb,None,RUN,None,Rutgers Student,,RUN-000679.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-swp26c4vM8JHzLTh9RYxEb
RU-N:WL:OdoD: 2017 00379,RU-N:WL:OdoD: 2017 00379,RUN-000678,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,74.206,91.946,17.949,17.166,18.225,18.33,5.376,6.371,5.525,6.795,0.659698026,0.258660508,0.09194128,-0.029536257,0.501915709,0.588785047,128.3500452,121.183816,47.244,,,,TRUE,TRUE,FALSE,TRUE,10/6/2017 18:31:07,00-HZkEJ6Dg8qREwiTfDkMoFL,None,RUN,None,Rutgers Student,,RUN-000678.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-HZkEJ6Dg8qREwiTfDkMoFL
RU-N:WL:OdoD: 2017 00111,RU-N:WL:OdoD: 2017 00111,RUN-000431,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,96.325,119.17,20.257,19.876,20.997,20.511,5.99,7.091,6.138,7.578,0.611895161,0.493292054,0.06160768,-0.06257886,0.455172414,0.547486034,123.642708,119.1541605,47.244,,,,TRUE,TRUE,FALSE,TRUE,9/27/2017 19:01:39,00-Ad9vYAfRQfa6ScdDYRcPGe,None,RUN,RUN_epson_v550_2,Rutgers Student,,RUN-000431.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Ad9vYAfRQfa6ScdDYRcPGe
RU-N:WL:OdoD: 2017 00112,RU-N:WL:OdoD: 2017 00112,RUN-000432,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,89.959,111.136,19.918,19.198,20.214,19.537,5.779,7.027,5.842,7.345,0.648167539,0.226435536,0.05227691,-0.118320056,0.507246377,0.596541787,128.5291763,115.7918726,47.244,,,,TRUE,TRUE,FALSE,TRUE,9/27/2017 19:00:44,00-YkyQkdpFyxZeo4AYA23g5N,None,RUN,RUN_epson_v550_2,Rutgers Student,,RUN-000432.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-YkyQkdpFyxZeo4AYA23g5N
RU-N:WL:OdoD: 2017 00109,RU-N:WL:OdoD: 2017 00109,RUN-000399,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,95.022,118.737,20.68,20.172,21.357,20.997,5.8,6.9,6.265,7.472,0.653121903,0.228830645,0.086601924,-0.049524742,0.408783784,0.569405099,122.8306297,118.9001726,47.244,,,,TRUE,TRUE,FALSE,TRUE,9/27/2017 19:00:42,00-x8V5Y8gHjkd7cHbVZcyGXH,None,RUN,RUN_epson_v550_2,Rutgers Student,,RUN-000399.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-x8V5Y8gHjkd7cHbVZcyGXH
MLM-001049,MLM-001049,MLM-001049,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,71.166,86.69,17.314,16.828,17.653,17.336,5.186,5.969,5.313,6.668,0.591127098,0.245421245,0.064175686,-0.08670388,0.533864542,0.571428571,125.1589639,123.7318129,47.244,United States,Florida,Alachua,TRUE,TRUE,FALSE,TRUE,8/22/2017 17:33:19,00-AtpifDoCv76N9cJswLAGok,None,MLM,RUN_epson_v550_1,Katherine Vasquez,,MLM-001049.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-AtpifDoCv76N9cJswLAGok
MLM-001037,MLM-001037,MLM-001037,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,76.605,90.858,18.055,17.103,18.711,17.844,5.482,6.35,5.609,7.027,0.628959276,0.43772242,0.097818948,-0.029003032,0.516981132,0.542168675,130.2154666,121.7441223,47.244,United States,Florida,Alachua,TRUE,TRUE,FALSE,TRUE,8/20/2017 1:40:12,00-HQrKrkkKmUSYqC3TtWaSTC,None,MLM,RUN_epson_v550_2,Dirk Gassmann,,MLM-001037.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-HQrKrkkKmUSYqC3TtWaSTC
MLM-001036,MLM-001036,MLM-001036,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,67.429,81.575,16.679,16.256,16.764,16.955,5.228,5.906,5.334,6.414,0.59469697,0.488139825,0.072146119,-0.028440533,0.503968254,0.554455446,132.1477232,124.9627381,47.244,United States,Florida,Okeechobee,TRUE,TRUE,FALSE,TRUE,8/20/2017 1:39:42,00-oMQ6xjwJyHNeFJ9RGnVchV,None,MLM,RUN_epson_v550_2,Dirk Gassmann,,MLM-001036.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-oMQ6xjwJyHNeFJ9RGnVchV
MLM-001038,MLM-001038,MLM-001038,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,82.8,100.342,18.606,18.098,18.923,18.119,5.546,6.583,5.715,6.879,0.552572707,0.212616822,0.063852829,-0.131052769,0.533333333,0.593846154,131.1276773,123.2822664,47.244,United States,Florida,Alachua,TRUE,TRUE,FALSE,TRUE,8/20/2017 1:38:43,00-V7euvpHqGbC7baS5UGjTVg,None,MLM,RUN_epson_v550_2,Dirk Gassmann,,MLM-001038.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-V7euvpHqGbC7baS5UGjTVg
WRK-WS-00298,WRK-WS-00298,WRK-WS-00298,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,82.041,101.905,18.785,18.203,19.304,18.807,5.472,6.678,5.842,7.408,0.601973684,0.238604389,0.065402532,-0.092875486,0.527173913,0.597142857,125.8510683,115.853713,94.488,United States,New Jersey,Passaic,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-qXTidunEtRyxB7G8ihjYhb,WRK-WS-00298,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00298.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-qXTidunEtRyxB7G8ihjYhb
WRK-WS-00299,WRK-WS-00299,WRK-WS-00299,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,F,right,110.463,136.228,21.601,21.04,21.971,21.855,6.541,7.874,6.678,8.625,0.586705202,0.282808717,0.051002015,-0.090053152,0.545166403,0.639263804,119.2812269,114.5814606,94.488,United States,New Jersey,Passaic,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-No8DyLHAhrZSpWXasBnktJ,WRK-WS-00299,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00299.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-No8DyLHAhrZSpWXasBnktJ
RUN-012557,RUN-012557,RUN-012557,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,76.806,96.611,18.352,18.119,19.198,19.262,5.249,6.519,5.419,7.091,0.619625138,0.296703297,0.084926427,-0.011964703,0.51171875,0.597014925,131.3239382,119.9752258,47.244,,,,TRUE,TRUE,FALSE,TRUE,12/2/2018 23:50:59,00-wHkeA3emuNK9zSTdDzRZKF,None,RUN,RUN_epson_v550_1,Rutgers Student,,RUN-012557.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-wHkeA3emuNK9zSTdDzRZKF
RUN-012406,RUN-012406,RUN-012406,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,81.994,106.403,19.092,19.071,19.579,19.77,5.482,6.879,5.63,7.684,0.623783784,0.269807281,0.061649444,-0.065792084,0.548872181,0.581267218,98.17573182,117.6097709,47.244,,,,TRUE,TRUE,FALSE,TRUE,9/11/2018 0:17:11,00-a4qWajZVVzX2druXeJLapD,None,RUN,RUN_epson_v550_1,Rutgers Student,,RUN-012406.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-a4qWajZVVzX2druXeJLapD
RUN-012403,RUN-012403,RUN-012403,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,81.119,103.393,18.902,18.5,19.368,19.008,5.398,6.689,5.567,7.345,0.62295082,0.293986637,0.070897704,-0.096163339,0.513307985,0.547550432,127.8651552,118.7000064,47.244,,,,TRUE,TRUE,FALSE,TRUE,9/11/2018 0:13:42,00-DgXtZMmrN3V7HagQNfctBE,None,RUN,RUN_epson_v550_1,Rutgers Student,,RUN-012403.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-DgXtZMmrN3V7HagQNfctBE
RUN-012404,RUN-012404,RUN-012404,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,77.406,99.785,18.352,18.69,19.092,19.727,5.355,6.71,5.376,7.895,0.688470067,0.258583691,0.09388911,0.016838432,0.401574803,0.506702413,137.1836759,124.2090314,47.244,,,,TRUE,TRUE,FALSE,TRUE,9/11/2018 0:13:37,00-Fr9gzWncw5yhv9ZnAm7Nzh,None,RUN,RUN_epson_v550_1,Rutgers Student,,RUN-012404.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Fr9gzWncw5yhv9ZnAm7Nzh
RU-N:WL:OdoD: 2015 00283,RU-N:WL:OdoD: 2015 00283,RUN-000249,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,96.947,117.298,19.981,19.325,20.045,19.77,6.308,7.408,6.392,7.768,0.39281943,0.211991435,0.029671557,-0.096614749,0.552980133,0.599455041,126.9339126,118.1164572,47.244,,,,TRUE,TRUE,FALSE,TRUE,10/8/2017 19:57:46,00-pGJPVBdnTt5XAgTGXVvnxX,None,RUN,None,Rutgers Student,,RUN-000249.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-pGJPVBdnTt5XAgTGXVvnxX
RU-N:WL:OdoD: 2015 00284,RU-N:WL:OdoD: 2015 00284,RUN-000250,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,85.681,98.609,19.389,18.415,19.6,18.711,5.525,6.287,5.652,6.583,0.72462203,0.323529412,0.056720013,-0.097872616,0.501872659,0.578778135,142.7724809,122.7493797,47.244,,,,TRUE,TRUE,FALSE,TRUE,10/8/2017 19:57:41,00-g3mq9JimL4F3mwBoztLira,None,RUN,None,Rutgers Student,,Run-000250.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-g3mq9JimL4F3mwBoztLira
RU-N:WL:OdoD: 2015 00243,RU-N:WL:OdoD: 2015 00243,RUN-000248,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,91.146,106.592,19.198,18.479,19.791,18.902,6.202,6.773,6.329,7.218,0.585026738,0.212765957,0.02774527,-0.102061472,0.558528428,0.560117302,104.4612117,121.5418387,47.244,,,,TRUE,TRUE,FALSE,TRUE,10/8/2017 19:57:28,00-Pg3kTvAmPks2tCuKaZFfZX,None,RUN,None,Rutgers Student,,RUN-000248.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Pg3kTvAmPks2tCuKaZFfZX
RU-N:WL:OdoD: 2013 01108,RU-N:WL:OdoD: 2013 01108,RUN-000247,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,85.015,104.766,19.029,18.457,19.41,18.817,5.609,6.625,5.779,6.943,0.588876772,0.196850394,0.055831833,-0.1181377,0.494505495,0.579268293,129.0421553,122.1951203,47.244,United States,,Passaic,TRUE,TRUE,FALSE,TRUE,10/8/2017 19:56:28,00-hGcCDpConB8HaGuRnEPbBH,None,RUN,None,Rutgers Student,,RUN-000247.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-hGcCDpConB8HaGuRnEPbBH
RU-N:WL:OdoD: 2013 01111,RU-N:WL:OdoD: 2013 01111,RUN-000245,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,90.224,109.914,19.516,18.881,19.664,19.071,6.138,6.752,6.181,7.07,0.717976319,0.288568258,0.073718691,-0.133653008,0.554794521,0.577844311,129.5385162,121.1531924,47.244,United States,,Passaic,TRUE,TRUE,FALSE,TRUE,10/8/2017 19:56:20,00-t5VjnZ5HNpsC7aEzKGE6qH,None,RUN,None,Rutgers Student,,RUN-000245.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-t5VjnZ5HNpsC7aEzKGE6qH
MLM-001062,MLM-001062,MLM-001062,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,79.482,95.926,18.119,18.203,18.352,19.198,5.546,6.308,5.652,6.752,0.632064591,0.302094818,0.06943472,-0.008814014,0.524344569,0.576802508,131.2683846,124.5960351,47.244,United States,Florida,Alachua,TRUE,TRUE,FALSE,TRUE,8/23/2017 20:18:03,00-8aNTwBnRiXsfSvjVUEgAx3,None,MLM,RUN_epson_v550_1,Katherine Vasquez,,MLM-001062.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-8aNTwBnRiXsfSvjVUEgAx3
MLM-001054,MLM-001054,MLM-001054,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,68.635,85.9,17.314,16.912,17.759,17.06,5.038,5.884,5.122,6.773,0.615017878,0.202233251,0.085544482,-0.114756977,0.466942149,0.54375,130.1894654,123.2669548,47.244,United States,Illinois,Vermilion,TRUE,TRUE,FALSE,TRUE,8/23/2017 19:44:40,00-AS2jDqh9mhRBQW9XTbaPPK,None,MLM,RUN_epson_v550_1,Katherine Vasquez,,MLM-001054.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-AS2jDqh9mhRBQW9XTbaPPK
MLM-001041,MLM-001041,MLM-001041,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,70.001,87.62,16.722,16.595,17.187,17.166,5.228,6.329,5.313,6.964,0.634236453,0.278668311,0.074581396,-0.092310056,0.490039841,0.574468085,131.936221,123.2484976,47.244,United States,Florida,Alachua,TRUE,TRUE,FALSE,TRUE,8/21/2017 16:18:50,00-4LRMHcQpFscikJV9Z9w225,None,MLM,RUN_epson_v550_1,Katherine Vasquez,,MLM-001041.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-4LRMHcQpFscikJV9Z9w225
MLM-001039,MLM-001039,MLM-001039,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,64.611,77.128,16.447,16.15,16.912,16.171,4.932,5.652,5.101,5.99,0.595744681,0.197643979,0.07220927,-0.120098372,0.514522822,0.600706714,130.8616945,121.3280912,47.244,United States,Florida,Alachua,TRUE,TRUE,FALSE,TRUE,8/20/2017 1:40:22,00-uK8Vb7Tgjto8rhNYHkz7pS,None,MLM,RUN_epson_v550_2,Dirk Gassmann,,MLM-001039.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-uK8Vb7Tgjto8rhNYHkz7pS
MLM-001028,MLM-001028,MLM-001028,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,67.085,82.074,16.891,16.595,17.187,16.828,5.038,6.011,5.144,6.731,0.610837438,0.335849057,0.068521401,-0.056058559,0.485596708,0.566037736,131.8506971,123.7919606,47.244,United States,Illinois,Vermilion,TRUE,TRUE,FALSE,TRUE,8/17/2017 21:29:16,00-MNKAC6qty2W3JrDJnn7Sj9,None,MLM,RUN_epson_v550_1,Katherine Vasquez,,MLM-001028.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-MNKAC6qty2W3JrDJnn7Sj9
WRK-WS-00005,WRK-WS-00005,WRK-WS-00005,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,93.105,117.906,19.738,19.674,19.95,19.696,5.884,7.228,6.033,7.779,0.563925729,0.186996239,0.036235191,-0.162488586,0.50877193,0.582312925,122.299049,114.2511705,94.488,United States,New Jersey,Essex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-Cc8wY8osTHkMtaThFUwik6,WRK-WS-00005,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00005.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Cc8wY8osTHkMtaThFUwik6
WRK-WS-00305,WRK-WS-00305,WRK-WS-00305,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,87.289,107.162,19.145,18.987,19.622,18.987,5.821,6.636,5.969,7.091,0.606256742,0.344481605,0.076693004,-0.118633157,0.505319149,0.574626866,123.124469,116.8106892,94.488,United States,New Jersey,Passaic,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-tiPADi6bBa23A4haxvpPSb,WRK-WS-00305,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00305.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-tiPADi6bBa23A4haxvpPSb
WRK-WS-00306,WRK-WS-00306,WRK-WS-00306,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,80.463,101.463,18.182,18.161,18.68,18.468,5.398,6.763,5.599,6.879,0.571104816,0.215472779,0.056370758,-0.124403133,0.517958412,0.624615385,127.2458558,119.6716076,94.488,United States,New Jersey,Passaic,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-4z6tQpAa43cwyQZVzE3ur,WRK-WS-00306,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00306.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-4z6tQpAa43cwyQZVzE3ur
WRK-WS-00307,WRK-WS-00307,WRK-WS-00307,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,78.397,103.945,18.521,18.33,18.87,18.754,5.366,6.763,5.472,7.599,0.637128435,0.248306998,0.061380708,-0.103745364,0.50483559,0.593314763,125.2102037,117.9089303,94.488,United States,New Jersey,Passaic,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-y6PhKUW4RdHGv94TEuGGWG,WRK-WS-00307,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00307.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-y6PhKUW4RdHGv94TEuGGWG
WRK-WS-00308,WRK-WS-00308,WRK-WS-00308,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,79.328,102.094,18.701,18.299,18.976,18.86,5.461,6.731,5.63,7.154,0.64305633,0.234006734,0.066089104,-0.099506177,0.582706767,0.627218935,123.9122263,117.2045432,94.488,United States,New Jersey,Passaic,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-TqKGUxssYWg3sYgpG3a8NV,WRK-WS-00308,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00308.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-TqKGUxssYWg3sYgpG3a8NV
WRK-WS-00309,WRK-WS-00309,WRK-WS-00309,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,83.513,107.957,19.177,18.86,19.854,18.86,5.493,6.837,5.609,7.482,0.640724947,0.172278339,0.080872289,-0.149131119,0.522641509,0.54738331,126.3498172,116.2189807,94.488,United States,New Jersey,Middlesex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-FRGVynDYxiyV3NePMm4Q3n,WRK-WS-00309,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00309.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-FRGVynDYxiyV3NePMm4Q3n
WRK-WS-00310,WRK-WS-00310,WRK-WS-00310,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,77.301,97.824,18.225,17.727,18.785,18.098,5.334,6.583,5.461,6.72,0.63943662,0.212865497,0.08276051,-0.102741255,0.517441861,0.620472441,127.9522382,122.9792197,94.488,United States,New Jersey,Middlesex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-KD7HaKUBjEjfBj2uSj3qnM,WRK-WS-00310,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00310.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-KD7HaKUBjEjfBj2uSj3qnM
WRK-WS-00311,WRK-WS-00311,WRK-WS-00311,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,85.446,108.549,18.849,18.944,19.42,19.008,5.567,6.784,5.736,7.26,0.596730245,0.187082405,0.049460388,-0.148207823,0.535055351,0.564139942,122.5643818,113.4384011,94.488,United States,New Jersey,Middlesex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-iqBFmPEdU25bNGPKPMVSom,WRK-WS-00311,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00311.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-iqBFmPEdU25bNGPKPMVSom
WRK-WS-00312,WRK-WS-00312,WRK-WS-00312,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,81.694,101.771,18.108,17.896,18.468,18.595,5.694,6.689,5.927,7.461,0.608595989,0.266932271,0.067761802,-0.092411114,0.525,0.558865248,124.6844119,117.5579355,94.488,United States,New Jersey,Middlesex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-qd5erdqhjiUvm8EQFbGR8W,WRK-WS-00312,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00312.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-qd5erdqhjiUvm8EQFbGR8W
WRK-WS-00313,WRK-WS-00313,WRK-WS-00313,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,79.799,101.091,18.383,18.214,18.955,18.415,5.429,6.657,5.588,6.869,0.62479062,0.195977012,0.063382409,-0.124889995,0.501893939,0.591679507,125.1205508,117.8982908,94.488,United States,New Jersey,Middlesex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-WRD5nk3iSNP6fPm8js4EZg,WRK-WS-00313,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00313.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-WRD5nk3iSNP6fPm8js4EZg
WRK-WS-00314,WRK-WS-00314,WRK-WS-00314,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,78.33,100.506,17.42,18.002,18.15,18.214,5.514,6.646,5.641,7.811,0.624489796,0.255665311,0.0701001,-0.126600099,0.497185741,0.539295393,127.796729,119.1208061,94.488,United States,New Jersey,Middlesex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-EhAovi5RYjJwpJzYPm62sj,WRK-WS-00314,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00314.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-EhAovi5RYjJwpJzYPm62sj
WRK-WS-00315,WRK-WS-00315,WRK-WS-00315,Anisoptera,Libellulidae,Perithemis,tenera,Perithemis tenera,M,right,74.943,97.078,17.791,17.505,18.277,17.875,5.366,6.604,5.398,7.218,0.632310365,0.280047365,0.075827083,-0.105009684,0.521568628,0.548387097,127.2623614,118.9592486,94.488,United States,New Jersey,Middlesex,TRUE,TRUE,FALSE,TRUE,6/28/2016 17:00:00,00-CvMDGVWwbEyWqrAT9tjNC5,WRK-WS-00315,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-00315.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-CvMDGVWwbEyWqrAT9tjNC5
