coll_uniq_id,Collection Unique ID,Project Unique ID,Suborder,Family,Genus,Species,Species name,Sex,Wing Side,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),Country,State,County,North America,Mexico,South America,Central America,Upload Date,Bisque Unique ID,WRK-WS ID,Collection,Scan Device,User,Notes,Filename,Bisque Image Link
26217,26217,UA-001246,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,F,right,174.609,205.02,31.03,29.506,31.263,30.014,6.752,8.149,7.133,8.467,0.651997292,0.27574048,0.013379876,-0.104353149,0.599406528,0.6075,125.5799264,116.0447795,47.244,United States,Florida,Alachua,TRUE,FALSE,FALSE,FALSE,2/5/2018 20:45:56,00-E3EzV5kMkGESoxXqrJmUYi,None,UA,RUN_epson_v500_1,Rutgers Student,,UA001246.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-E3EzV5kMkGESoxXqrJmUYi
49342,49342,UA-001399,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,M,right,179.197,215.23,30.819,30.247,31.2,30.861,6.9,8.297,7.387,8.954,0.624151967,0.285322359,0.011838656,-0.098293518,0.610315186,0.586288416,120.7077035,112.9239864,47.244,United States,Florida,Volusia,TRUE,FALSE,FALSE,FALSE,2/19/2018 19:47:40,00-A9mJrHG6FPSWuSqsTKqFTN,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001399.TIFF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-A9mJrHG6FPSWuSqsTKqFTN
28436,28436,UA-001402,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,M,right,200.042,240.828,32.872,32.766,33.084,33.168,7.408,8.805,7.811,9.25,0.412667946,0.256541162,0.00944991,-0.076378391,0.604336043,0.601830664,123.0956327,115.2886012,47.244,United States,Florida,Alachua,TRUE,FALSE,FALSE,FALSE,2/19/2018 19:47:14,00-yB6gCcPcmBM7T3ipVgbpaR,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001402.TIFF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-yB6gCcPcmBM7T3ipVgbpaR
26237,26237,UA-000821,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,M,right,187.525,219.792,32.787,30.819,32.935,31.094,7.027,8.594,7.514,9.081,0.669023136,0.336963921,0.038620032,-0.092397926,0.6,0.601398601,122.0722104,108.9599753,47.244,United States,Florida,Alachua,TRUE,FALSE,FALSE,FALSE,2/19/2018 19:46:58,00-ztcua6jEZKYvAfZNoymJp3,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000821.TIFF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-ztcua6jEZKYvAfZNoymJp3
28432,28432,UA-001252,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,M,right,166.556,193.713,31.454,29.528,31.454,30.078,6.498,7.916,6.795,8.488,0.638627187,0.325826883,0.032365429,-0.074122714,0.560747664,0.588528678,123.5599137,113.0627143,47.244,United States,Florida,Clay,TRUE,FALSE,FALSE,FALSE,2/6/2018 20:06:17,00-GovfNgQ264AaMgZxbCzAE7,None,UA,None,None,,UA-001252.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-GovfNgQ264AaMgZxbCzAE7
MLM-000284,MLM-000284,MLM-000284,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,M,right,176.65,201.446,31.729,29.951,31.792,30.438,6.773,7.959,7.07,8.361,0.641810919,0.353963839,0.03281606,-0.073600307,0.497005988,0.541772152,118.799653,113.7147587,47.244,United States,Florida,Alachua,TRUE,FALSE,FALSE,FALSE,3/27/2017 20:23:06,00-HSgvGL3fz8RQgbnVrByPKV,None,MLM,RUN_epson_v550_2,None,,MLM-000284.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-HSgvGL3fz8RQgbnVrByPKV
MLM-000281,MLM-000281,MLM-000281,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,M,right,174.079,209.739,31.919,30.29,32.11,30.734,6.795,8.234,7.07,8.763,0.680949242,0.336088154,0.043131359,-0.072422051,0.562874252,0.584541063,125.7139512,111.2968357,47.244,United States,Florida,Alachua,TRUE,FALSE,FALSE,FALSE,3/27/2017 20:22:53,00-zwNZbfTBx9JVNyRGVaByRc,None,MLM,RUN_epson_v550_2,None,,MLM-000281.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-zwNZbfTBx9JVNyRGVaByRc
MLM-000282,MLM-000282,MLM-000282,Anisoptera,Gomphidae,Progomphus,alachuensis,Progomphus alachuensis,M,right,192.374,238.072,33.486,31.919,33.761,32.406,7.027,8.996,7.451,9.61,0.337304075,0.500979752,0.033958741,-0.098143472,0.548295455,0.654185022,121.8790069,88.77764134,47.244,United States,Florida,Alachua,TRUE,FALSE,FALSE,FALSE,3/27/2017 20:21:59,00-gY88UMtGE8FPDGSNPB5H68,None,MLM,RUN_epson_v550_2,None,,MLM-000282.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-gY88UMtGE8FPDGSNPB5H68
39510,39510,UA-001247,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,F,right,245.956,292.619,35.475,35.031,35.899,35.221,8.403,10.16,9.017,10.943,0.485259434,0.324519231,0.002987782,-0.109782572,0.603286385,0.603481625,120.0157913,111.5480377,47.244,United States,Florida,Calhoun,TRUE,FALSE,FALSE,FALSE,2/5/2018 20:45:47,00-PVEvXLhBLdNEdt9zzyxjch,None,UA,RUN_epson_v500_1,Rutgers Student,,UA001247.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-PVEvXLhBLdNEdt9zzyxjch
28410,28410,UA-001101,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,233.886,282.296,35.539,34.862,35.539,35.031,8.001,9.821,8.573,10.626,0.576533651,0.333534743,0.006519835,-0.100455068,0.62962963,0.609561753,121.6259603,112.5662401,47.244,United States,Florida,Calhoun,TRUE,FALSE,FALSE,FALSE,3/27/2018 1:03:03,00-CpTfZszXufSdrRHeYmbfLJ,None,UA,None,None,,UA-001101.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-CpTfZszXufSdrRHeYmbfLJ
32102,32102,UA-001102,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,221.599,270.006,34.502,33.824,34.756,34.1,7.641,9.758,8.213,10.266,0.615712546,0.292364991,-0.000647163,-0.100746219,0.567010309,0.653608247,121.8383014,114.4844494,47.244,United States,Florida,Calhoun,TRUE,FALSE,FALSE,FALSE,2/2/2018 21:17:11,00-kHVrHax58aRniVBegrbxhW,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001102.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-kHVrHax58aRniVBegrbxhW
31124,31124,UA-001104,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,214.468,251.083,34.819,33.189,35.475,33.719,7.43,8.827,7.959,9.504,0.603818616,0.21217828,0.02269966,-0.112728375,0.60106383,0.579064588,121.9234529,114.2675678,47.244,United States,Florida,Calhoun,TRUE,FALSE,FALSE,FALSE,2/2/2018 21:17:06,00-jzNuYkPfsZj5rcqkxfshs6,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001104.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-jzNuYkPfsZj5rcqkxfshs6
49347,49347,UA-001105,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,197.995,241.703,33.973,31.941,33.973,32.491,7.091,8.996,7.493,9.652,0.598130841,0.218241042,0.012144906,-0.125631141,0.556497175,0.581140351,119.9420836,108.6518183,47.244,United States,Florida,Leon,TRUE,FALSE,FALSE,FALSE,2/2/2018 21:17:03,00-DyMEpekNZxjXAvCirCzXk7,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001105.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-DyMEpekNZxjXAvCirCzXk7
22971,22971,UA-001106,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,213.966,259.396,35.179,32.851,35.179,33.676,7.684,9.546,8.297,9.906,0.499398315,0.211816468,0.011212862,-0.119398887,0.602040816,0.645299145,118.2456856,113.0055859,47.244,United States,Florida,Leon,TRUE,FALSE,FALSE,FALSE,2/2/2018 21:16:41,00-dxRoUNFXes36X97F7pTpLZ,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001106.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-dxRoUNFXes36X97F7pTpLZ
31776,31776,UA-001103,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,238.219,278.451,35.052,33.549,35.412,34.248,8.319,9.885,8.932,10.562,0.569635386,0.21013597,0.006840014,-0.12673226,0.599526066,0.609218437,117.0970154,112.1972892,47.244,United States,Florida,Calhoun,TRUE,FALSE,FALSE,FALSE,2/2/2018 21:16:35,00-sfDFAcKQZ6wX8EDTbpfHQ3,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001103.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-sfDFAcKQZ6wX8EDTbpfHQ3
MLM-000286,MLM-000286,MLM-000286,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,194.558,217.879,33.486,30.882,33.634,31.665,7.239,8.297,7.747,8.742,0.634361234,0.365641711,0.033146655,-0.067767277,0.612021858,0.569007264,123.5579575,114.7413123,47.244,United States,Florida,Calhoun,TRUE,FALSE,FALSE,FALSE,3/27/2017 20:24:35,00-v7JBn9vBMSQNF6rVtb7Tk6,None,MLM,RUN_epson_v550_2,None,,MLM-000286.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-v7JBn9vBMSQNF6rVtb7Tk6
MLM-000285,MLM-000285,MLM-000285,Anisoptera,Gomphidae,Progomphus,bellei,Progomphus bellei,M,right,200.868,221,33.74,31.411,33.761,32.025,7.281,8.446,7.705,8.827,0.626332288,0.270984798,0.016424231,-0.079309561,0.612637363,0.618705036,123.0864362,115.8401393,47.244,United States,Florida,Calhoun,TRUE,FALSE,FALSE,FALSE,3/27/2017 20:22:22,00-sZ27bFJvroMbXZvzmFLye,None,MLM,RUN_epson_v550_2,None,,MLM-000285.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-sZ27bFJvroMbXZvzmFLye
41589,41589,UA-001107,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,281.621,333.745,36.851,35.073,37.38,35.348,9.038,11.621,9.758,12.446,0.431483579,0.189820359,-0.005442623,-0.163427614,0.587852495,0.636054422,120.1914294,109.3235341,47.244,United States,Arizona,Yavapai,TRUE,TRUE,FALSE,TRUE,3/27/2018 1:03:10,00-pM74hHVLFWeoKFnHGFkXv8,None,UA,None,None,,UA-001107.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-pM74hHVLFWeoKFnHGFkXv8
39172,39172,UA-001365,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,157.325,187.127,28.194,27.115,28.469,27.411,7.006,8.361,7.451,8.954,0.598513011,0.284942085,0.038437461,-0.071409862,0.579545455,0.562647754,118.7640654,109.0556456,47.244,United States,Maine,Piscataquis,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:47:29,00-2qfvx8HQqzPMVsEtJkFfzH,None,UA,JCA_epson_v750_1,Rutgers Student,,UA-001365.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-2qfvx8HQqzPMVsEtJkFfzH
42321,42321,UA-001362,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,169.573,196.679,29.633,28.152,29.697,28.554,7.281,8.594,7.62,9.017,0.603706344,0.265381764,0.041502378,-0.065517758,0.586111111,0.633802817,121.314313,114.6520397,47.244,United States,Pennsylvania,Clinton,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:47:21,00-D8P3BSRVkW9W6sMeLDH6hY,None,UA,JCA_epson_v750_1,Rutgers Student,,UA-001362.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-D8P3BSRVkW9W6sMeLDH6hY
39184,39184,UA-001363,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,155.726,182.183,28.385,27.644,28.596,27.665,6.837,8.192,7.197,8.467,0.584011843,0.283856159,0.024806793,-0.069030331,0.479411765,0.5725,116.2823272,112.7493986,47.244,United States,Pennsylvania,Centre,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:47:18,00-hANZvPHLcD4cQPo53kpLDc,None,UA,JCA_epson_v750_1,Rutgers Student,,UA-001363.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-hANZvPHLcD4cQPo53kpLDc
32665,32665,UA-001364,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,156.372,186.961,27.496,27.115,27.517,27.538,7.027,8.573,7.303,8.911,0.604615385,0.311299001,0.017445831,-0.075471463,0.504347826,0.665083135,122.0239917,115.834972,47.244,United States,New Hampshire,Coos,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:47:01,00-3aorpqVfSPwyV8hDZwtEJj,None,UA,JCA_epson_v750_1,Rutgers Student,,UA-001364.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-3aorpqVfSPwyV8hDZwtEJj
39177,39177,UA-000652,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,158.9,186.667,29.379,27.623,29.528,28.258,6.752,8.234,7.557,8.932,0.622222222,0.261423221,0.033350582,-0.0681856,0.635854342,0.604265403,122.1078744,109.6134383,47.244,United States,Pennsylvania,Susquehanna,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:05:14,00-z3LsUyMo5Lc5rvpkeGyCrj,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000652-8od6.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-z3LsUyMo5Lc5rvpkeGyCrj
39185,39185,UA-000524,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,160.634,187.344,29.887,27.982,30.353,28.893,6.922,7.938,7.345,8.742,0.629707113,0.335531136,0.059287878,-0.035992294,0.550432277,0.556900726,123.3673494,114.8528435,47.244,United States,Pennsylvania,Centre,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:05:07,00-gKL9Cc67bQgtB23iA2tRt3,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000524-QGqd.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-gKL9Cc67bQgtB23iA2tRt3
39588,39588,UA-000525,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,162.863,175.857,29.506,26.797,29.506,27.559,7.133,7.874,7.684,8.255,0.608321377,0.281105991,0.014817203,-0.058369484,0.58953168,0.548717949,115.5569508,110.3803311,47.244,Canada,Nova Scotia,,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:59,00-KRqmsfi2asxwcYNQjpXqXi,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000525-xHQw.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-KRqmsfi2asxwcYNQjpXqXi
42698,42698,UA-000523,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,164.918,185.988,29.358,28.046,30.268,28.66,6.922,8.001,7.387,8.573,0.664335664,0.378138848,0.044272849,-0.027944236,0.584527221,0.585185185,118.2600812,113.5953869,47.244,United States,Pennsylvania,Clinton,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:59,00-p6eZjBzNrQzVY3Wx6odLue,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000523-F837.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-p6eZjBzNrQzVY3Wx6odLue
42114,42114,UA-000522,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,165.364,185.615,29.104,27.305,30.163,27.644,7.218,8.297,7.557,8.911,0.638596491,0.279479326,0.047028954,-0.060966396,0.574229692,0.57719715,122.4730457,116.3549382,47.244,United States,Pennsylvania,Clinton,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:54,00-D4S84yzFk5wV9WhGqQK5kh,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000522-iYG9.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-D4S84yzFk5wV9WhGqQK5kh
MLM-000220,MLM-000220,MLM-000220,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,F,right,165.406,185.385,29.549,27.919,29.887,28.66,7.62,8.128,8.361,8.932,0.549575071,0.333087149,0.049881385,-0.023687773,0.643037975,0.585308057,116.5091467,111.7317306,47.244,United States,Pennsylvania,Centre,TRUE,TRUE,FALSE,TRUE,3/27/2017 16:33:50,00-KaYe6J2mpexkVG6AoeVUPP,None,MLM,None,None,,MLM-000220.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-KaYe6J2mpexkVG6AoeVUPP
22968,22968,UA-001109,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,255.844,312.041,36.788,35.264,36.915,35.518,8.234,10.689,8.869,11.494,0.620412844,0.212753278,-0.008963005,-0.140965123,0.579952267,0.61694291,120.3395623,110.8087007,47.244,United States,Arizona,Cochise,TRUE,TRUE,FALSE,TRUE,2/2/2018 22:00:09,00-9XpjAMdC95ughyftd8YW5Y,None,UA,None,None,,UA-001109.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-9XpjAMdC95ughyftd8YW5Y
26006,26006,UA-001361,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,138.26,167.372,26.607,25.252,27.242,25.464,6.392,8.551,6.795,8.827,0.353535354,0.134663342,0.03069029,-0.119313203,0.598130841,0.618705036,120.9586643,111.7369432,47.244,United States,Maine,Piscataquis,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:47:22,00-gsZXdQ8hFkeYKVsBDXdGgh,None,UA,JCA_epson_v750_1,Rutgers Student,,UA-001361.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-gsZXdQ8hFkeYKVsBDXdGgh
22528,22528,UA-000521,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,138.106,161.031,26.48,25.125,27.051,26.014,6.202,8.34,6.858,8.551,0.444444444,0.158665582,0.017131655,-0.085730728,0.586419753,0.650990099,121.1853428,111.9644113,47.244,United States,New Hampshire,Coos,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:53,00-K7FRmnKfdY83L9nbKRjjCK,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000521-xQLJ.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-K7FRmnKfdY83L9nbKRjjCK
26610,26610,UA-000520,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,149.762,183.468,27.453,26.268,28.131,26.903,6.583,8.615,7.112,8.975,0.465011287,0.167584579,0.023324584,-0.119411945,0.547619048,0.601415094,117.9401094,110.832746,47.244,United States,Maine,Penobscot,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:39,00-56Qc4cUJm9Ywmb55VTgVY4,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000520-WfjW.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-56Qc4cUJm9Ywmb55VTgVY4
22529,22529,UA-000519,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,142.439,174.326,27.051,25.95,27.75,26.268,6.35,8.594,6.879,8.911,0.388253242,0.162771958,0.011264282,-0.132574935,0.596923077,0.650831354,118.1663046,118.4950505,47.244,United States,New York,Delaware,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:33,00-Qs7qrgYt27wS2NqQNizhaR,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000519-VLBq.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Qs7qrgYt27wS2NqQNizhaR
22537,22537,UA-000516,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,136.394,156.869,26.67,24.532,26.712,24.977,6.202,7.98,6.773,8.297,0.629952456,0.139830509,0.013719499,-0.121846273,0.590625,0.614795918,121.7154596,117.7966053,47.244,United States,Pennsylvania,Wayne,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:20,00-STVr9aYNCBH6TiVbazixZQ,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000516-hPr8.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-STVr9aYNCBH6TiVbazixZQ
32076,32076,UA-000518,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,153.392,179.78,28.533,26.395,28.702,26.966,6.498,8.551,7.091,8.827,0.630530974,0.167974882,0.038385004,-0.09577797,0.546268657,0.623501199,128.9825947,117.433255,47.244,United States,Pennsylvania,Clinton,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:04:13,00-vRSguP9MwNwRoTPHtyw6LD,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000518-Xggc.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-vRSguP9MwNwRoTPHtyw6LD
31795,31795,UA-000517,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,140.415,164.529,27.199,25.442,27.263,26.077,6.308,8.043,6.964,8.34,0.618012422,0.184253247,0.014511963,-0.082981514,0.598784195,0.621827411,117.8213204,111.9991102,47.244,United States,Pennsylvania,Clinton,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:03:40,00-kDgg9obEhYcTHNvdUmfYqQ,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000517-wHQM.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-kDgg9obEhYcTHNvdUmfYqQ
23133,23133,UA-000515,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,136.741,163.136,27.369,25.061,27.453,25.569,6.244,8.213,6.583,8.424,0.370855821,0.207781457,0.026151833,-0.115933723,0.524115756,0.610552764,119.6385713,114.1881581,47.244,Canada,Quebec,,TRUE,TRUE,FALSE,TRUE,11/30/2017 20:03:09,00-uwSaLxbMYKqQEBWb8jL5Rk,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000515-ctu5.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-uwSaLxbMYKqQEBWb8jL5Rk
MLM-000289,MLM-000289,MLM-000289,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,254.586,302.778,36.682,34.311,36.703,34.925,8.382,10.753,9.25,11.388,0.614763553,0.312727273,0.006635871,-0.130370333,0.636155606,0.644981413,120.1749215,109.4640232,47.244,United States,New Mexico,Grant,TRUE,TRUE,FALSE,TRUE,3/31/2017 20:15:06,00-iDYYqwnehGDMixzSXuBFNH,None,MLM,RUN_epson_v550_2,None,,MLM-000289.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-iDYYqwnehGDMixzSXuBFNH
MLM-000288,MLM-000288,MLM-000288,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,186.993,231.884,32.152,30.417,32.3,31.517,7.197,9.377,7.789,10.308,0.604193971,0.299529886,0.024091314,-0.087157576,0.595108696,0.667351129,121.051092,111.436784,47.244,United States,California,Lake,TRUE,TRUE,FALSE,TRUE,3/27/2017 20:26:22,00-dDWW9iSJqC3hk7Z9ux2i7R,None,MLM,RUN_epson_v550_2,None,,MLM-000288.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-dDWW9iSJqC3hk7Z9ux2i7R
MLM-000287,MLM-000287,MLM-000287,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,241.033,291.902,35.941,32.978,35.941,33.57,8.255,10.647,8.805,11.345,0.595995289,0.313366961,0.01993012,-0.138653213,0.588942308,0.65858209,115.3708252,115.7616575,47.244,United States,Arizona,Pima,TRUE,TRUE,FALSE,TRUE,3/27/2017 20:26:09,00-yB8ggngGyzqnZgiwwCZo7f,None,MLM,RUN_epson_v550_2,None,,MLM-000287.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-yB8ggngGyzqnZgiwwCZo7f
MLM-000223,MLM-000223,MLM-000223,Anisoptera,Gomphidae,Progomphus,borealis,Progomphus borealis,M,right,140.238,157.556,26.607,25.464,27.136,26.247,6.879,8.022,7.387,8.255,0.469578783,0.204032258,0.038208892,-0.045672855,0.575931232,0.648717949,126.3279651,116.7940605,47.244,United States,New Hampshire,Coos,TRUE,TRUE,FALSE,TRUE,3/27/2017 16:36:23,00-dnDWg4JCpurq3tsTJrAtM9,None,MLM,None,None,,MLM-000223.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-dnDWg4JCpurq3tsTJrAtM9
